Fp1 Fp2 F3 F4 C3 C4 P3 P4 O1 O2 F7 F8 T7 T8 P7 P8 Fz Cz Pz IO FC1 FC2 CP1 CP2 FC5 FC6 CP5 CP6 FT9 FT10 TP9 TP10 F1 F2 C1 C2 P1 P2 AF3 AF4 FC3 FC4 CP3 CP4 PO3 PO4 F5 F6 C5 C6 P5 P6 AF7 AF8 FT7 FT8 TP7 TP8 PO7 PO8 Fpz CPz POz Oz
-5.4078 -4.7446 -4.3337 -6.4273 0.2751 -0.8311 5.7061 7.6804 5.2670 4.7912 -6.2219 -5.7427 -4.6167 -6.2802 1.3678 3.2204 -4.5700 -4.2149 5.6373 11.1746 -3.1048 -3.8627 1.5548 2.1083 -2.7152 -5.3447 2.6404 -1.6978 -6.9842 -6.6680 -5.5151 -6.4541 -5.1117 -4.0985 -1.1330 -3.2827 3.3845 5.3445 -3.4620 -3.7437 -3.5107 -3.9606 0.8175 2.9481 6.6671 8.4060 -2.5433 -4.5085 -1.2312 -2.4932 3.9522 6.2007 -2.0502 -2.9113 -4.8726 -7.9628 -0.2368 -4.0576 4.5643 1.6353 -3.5806 1.4598 6.5305 3.3236
-4.6701 -4.2484 -4.1257 -6.1732 0.2415 -0.7638 5.7693 7.4318 5.4295 4.6655 -6.3627 -5.8684 -5.0927 -6.9876 1.4233 2.9780 -4.3225 -4.0366 5.6358 10.9380 -3.0046 -3.6291 1.5379 2.0208 -2.7205 -5.4211 2.5299 -2.0245 -6.9526 -6.7577 -5.3379 -6.4408 -4.9456 -3.7388 -1.1266 -3.2250 3.4048 5.2165 -3.2134 -3.0827 -3.5232 -3.8748 0.6866 2.7938 6.6887 8.1755 -2.5476 -4.7240 -1.2739 -2.4575 4.0312 5.8977 -1.7089 -2.8285 -5.0454 -8.3690 -0.4969 -4.3750 4.5888 1.4227 -3.0494 1.5190 6.4821 3.4061
-3.9365 -3.7710 -3.9444 -5.9101 0.1699 -0.6654 5.8346 7.1951 5.5054 4.5276 -6.5073 -5.9661 -5.4905 -7.4956 1.4513 2.8166 -4.0813 -3.8561 5.6314 10.8173 -2.9306 -3.3668 1.5090 1.9398 -2.7290 -5.3471 2.3952 -2.2681 -6.9055 -6.8704 -5.1977 -6.4151 -4.8024 -3.3716 -1.1228 -3.1334 3.4116 5.0914 -2.9303 -2.4515 -3.5487 -3.7607 0.5573 2.6617 6.6819 7.9586 -2.5726 -4.9568 -1.3283 -2.4449 4.0957 5.6176 -1.4116 -2.7321 -5.2610 -8.7623 -0.7183 -4.5966 4.5713 1.2838 -2.6988 1.5803 6.4185 3.4570
-3.2682 -3.3652 -3.8167 -5.6474 0.0620 -0.5360 5.9090 6.9991 5.4869 4.3934 -6.6499 -6.0243 -5.7232 -7.8600 1.4495 2.7440 -3.8747 -3.6962 5.6358 10.9107 -2.8911 -3.1052 1.4705 1.8684 -2.7528 -5.1574 2.2442 -2.4242 -6.8388 -6.9757 -5.1485 -6.3515 -4.6964 -3.0349 -1.1261 -3.0205 3.4091 4.9822 -2.6715 -1.9389 -3.5997 -3.6179 0.4402 2.5570 6.6570 7.7786 -2.6151 -5.1513 -1.4008 -2.4199 4.1456 5.3909 -1.1961 -2.6666 -5.4902 -9.1225 -0.8549 -4.7284 4.5113 1.2207 -2.6382 1.6369 6.3555 3.4813
-2.7114 -3.0728 -3.7534 -5.4147 -0.0724 -0.3844 5.9984 6.8645 5.3895 4.2651 -6.7690 -6.0415 -5.7033 -8.1230 1.4295 2.7575 -3.7265 -3.5755 5.6586 11.2714 -2.8906 -2.8742 1.4296 1.8100 -2.8004 -4.9239 2.0994 -2.5002 -6.7562 -7.0343 -5.2242 -6.2272 -4.6414 -2.7661 -1.1425 -2.9041 3.4008 4.8962 -2.4933 -1.6077 -3.6835 -3.4608 0.3489 2.4776 6.6265 7.6492 -2.6695 -5.2824 -1.4958 -2.3509 4.1897 5.2388 -1.0881 -2.6843 -5.6833 -9.4271 -0.8440 -4.7891 4.4254 1.2145 -2.9143 1.6809 6.3065 3.4731
-2.2885 -2.9145 -3.7484 -5.2550 -0.2222 -0.2274 6.0988 6.7992 5.2453 4.1458 -6.8341 -6.0235 -5.4019 -8.2716 1.4048 2.8536 -3.6527 -3.5074 5.7025 11.8806 -2.9311 -2.6998 1.3924 1.7679 -2.8759 -4.7295 1.9853 -2.5045 -6.6775 -7.0182 -5.4283 -6.0363 -4.6479 -2.5943 -1.1792 -2.8049 3.3878 4.8350 -2.4267 -1.4790 -3.8019 -3.3130 0.2914 2.4193 6.6010 7.5791 -2.7321 -5.3572 -1.6138 -2.2287 4.2360 5.1732 -1.0965 -2.8209 -5.8004 -9.6420 -0.6430 -4.7940 4.3366 1.2484 -3.4846 1.7050 6.2829 3.4281
-1.9942 -2.8824 -3.7828 -5.2025 -0.3801 -0.0857 6.1914 6.7974 5.0896 4.0485 -6.8168 -5.9751 -4.8771 -8.2533 1.3762 3.0320 -3.6576 -3.4988 5.7626 12.6470 -3.0109 -2.6003 1.3579 1.7436 -2.9786 -4.6285 1.9142 -2.4406 -6.6365 -6.9268 -5.7432 -5.7902 -4.7172 -2.5315 -1.2428 -2.7438 3.3667 4.7957 -2.4653 -1.5331 -3.9513 -3.1979 0.2636 2.3792 6.5861 7.5732 -2.7980 -5.3891 -1.7492 -2.0709 4.2824 5.1970 -1.2103 -3.0742 -5.8295 -9.7229 -0.2627 -4.7440 4.2607 1.3207 -4.2281 1.7034 6.2933 3.3548
-1.7952 -2.9390 -3.8329 -5.2572 -0.5405 0.0228 6.2473 6.8417 4.9461 3.9898 -6.7016 -5.8958 -4.2589 -8.0309 1.3271 3.2898 -3.7299 -3.5479 5.8283 13.4407 -3.1230 -2.5824 1.3188 1.7342 -3.1029 -4.6225 1.8821 -2.3092 -6.6656 -6.7862 -6.1371 -5.5070 -4.8381 -2.5681 -1.3367 -2.7371 3.3306 4.7714 -2.5709 -1.7253 -4.1254 -3.1308 0.2496 2.3545 6.5801 7.6290 -2.8580 -5.3743 -1.8899 -1.9100 4.3134 5.3030 -1.4003 -3.3946 -5.7834 -9.6278 0.2274 -4.6243 4.1974 1.4364 -4.9937 1.6711 6.3398 3.2706
-1.6411 -3.0270 -3.8750 -5.3749 -0.6959 0.0876 6.2380 6.9086 4.8230 3.9772 -6.4982 -5.7830 -3.7107 -7.6223 1.2354 3.6105 -3.8436 -3.6426 5.8871 14.1377 -3.2534 -2.6388 1.2667 1.7335 -3.2392 -4.6728 1.8707 -2.1167 -6.7779 -6.6325 -6.5675 -5.2060 -4.9866 -2.6741 -1.4584 -2.7918 3.2713 4.7529 -2.6981 -1.9983 -4.3151 -3.1138 0.2289 2.3419 6.5753 7.7338 -2.9010 -5.2928 -2.0206 -1.7714 4.3064 5.4723 -1.6239 -3.6965 -5.6898 -9.3341 0.7201 -4.4140 4.1352 1.5918 -5.6572 1.6074 6.4152 3.1900
-1.4817 -3.0863 -3.8871 -5.4884 -0.8371 0.1069 6.1457 6.9763 4.7200 4.0103 -6.2491 -5.6405 -3.3853 -7.0852 1.0882 3.9591 -3.9643 -3.7627 5.9288 14.6499 -3.3844 -2.7511 1.1971 1.7364 -3.3742 -4.7365 1.8535 -1.8811 -6.9627 -6.4966 -6.9857 -4.9119 -5.1318 -2.8100 -1.5981 -2.9020 3.1848 4.7325 -2.8131 -2.2840 -4.5095 -3.1319 0.1842 2.3379 6.5597 7.8683 -2.9176 -5.1333 -2.1293 -1.6621 4.2422 5.6757 -1.8357 -3.8919 -5.5882 -8.8571 1.1036 -4.1032 4.0624 1.7705 -6.1523 1.5176 6.5060 3.1223
-1.2804 -3.0708 -3.8502 -5.5445 -0.9583 0.0860 5.9678 7.0338 4.6353 4.0932 -6.0220 -5.4853 -3.3777 -6.4688 0.8892 4.2891 -4.0619 -3.8868 5.9498 14.9376 -3.5009 -2.8968 1.1095 1.7416 -3.4937 -4.7911 1.8025 -1.6288 -7.1975 -6.3966 -7.3465 -4.6614 -5.2459 -2.9387 -1.7409 -3.0499 3.0757 4.7093 -2.8976 -2.5107 -4.6968 -3.1575 0.1054 2.3429 6.5211 8.0157 -2.9015 -4.9128 -2.2133 -1.5776 4.1137 5.8842 -1.9994 -3.9287 -5.5238 -8.2637 1.2970 -3.7100 3.9738 1.9522 -6.4680 1.4133 6.6007 3.0817
-1.0221 -2.9603 -3.7544 -5.5282 -1.0611 0.0352 5.7177 7.0866 4.5668 4.2413 -5.8860 -5.3437 -3.6826 -5.7810 0.6546 4.5599 -4.1202 -3.9994 5.9543 15.0132 -3.5949 -3.0579 1.0057 1.7526 -3.5879 -4.8323 1.6975 -1.3805 -7.4610 -6.3373 -7.6237 -4.4956 -5.3126 -3.0361 -1.8702 -3.2107 2.9570 4.6913 -2.9416 -2.6281 -4.8659 -3.1627 -0.0094 2.3639 6.4504 8.1691 -2.8526 -4.6683 -2.2822 -1.5172 3.9284 6.0820 -2.0959 -3.8107 -5.5340 -7.6625 1.2790 -3.2787 3.8688 2.1253 -6.6325 1.3087 6.6944 3.0912
-0.7174 -2.7636 -3.6069 -5.4619 -1.1525 -0.0330 5.4216 7.1520 4.5094 4.4653 -5.8825 -5.2354 -4.1824 -5.0031 0.4055 4.7539 -4.1402 -4.0940 5.9509 14.9352 -3.6657 -3.2231 0.8908 1.7748 -3.6568 -4.8566 1.5359 -1.1408 -7.7363 -6.3120 -7.8212 -4.4403 -5.3311 -3.0938 -1.9728 -3.3618 2.8452 4.6911 -2.9398 -2.6308 -5.0073 -3.1348 -0.1547 2.4117 6.3450 8.3287 -2.7808 -4.4298 -2.3558 -1.4919 3.7036 6.2718 -2.1255 -3.5881 -5.6287 -7.1611 1.0935 -2.8525 3.7472 2.2882 -6.6924 1.2185 6.7861 3.1685
-0.3966 -2.5109 -3.4339 -5.3862 -1.2394 -0.1082 5.1123 7.2450 4.4548 4.7464 -6.0090 -5.1612 -4.6893 -4.1382 0.1650 4.8764 -4.1337 -4.1695 5.9459 14.7867 -3.7152 -3.3875 0.7751 1.8098 -3.7097 -4.8525 1.3381 -0.8984 -8.0055 -6.3061 -7.9610 -4.4889 -5.3127 -3.1172 -2.0407 -3.4890 2.7536 4.7176 -2.8913 -2.5506 -5.1135 -3.0860 -0.3187 2.4914 6.2082 8.4901 -2.7034 -4.2078 -2.4531 -1.5171 3.4594 6.4655 -2.1024 -3.3291 -5.7795 -6.8188 0.8256 -2.4440 3.6090 2.4397 -6.6890 1.1554 6.8709 3.3048
-0.0951 -2.2384 -3.2727 -5.3398 -1.3237 -0.1825 4.8196 7.3688 4.3934 5.0316 -6.2239 -5.1094 -5.0354 -3.2468 -0.0441 4.9430 -4.1144 -4.2254 5.9410 14.6469 -3.7450 -3.5476 0.6752 1.8531 -3.7587 -4.8068 1.1399 -0.6392 -8.2450 -6.3006 -8.0533 -4.6030 -5.2726 -3.1197 -2.0704 -3.5881 2.6887 4.7715 -2.8018 -2.4253 -5.1798 -3.0455 -0.4847 2.5987 6.0484 8.6391 -2.6349 -4.0067 -2.5804 -1.5967 3.2115 6.6682 -2.0449 -3.0913 -5.9267 -6.6343 0.5565 -2.0382 3.4563 2.5702 -6.6439 1.1298 6.9375 3.4598
0.1610 -1.9746 -3.1603 -5.3443 -1.4034 -0.2460 4.5630 7.5145 4.3180 5.2594 -6.4702 -5.0760 -5.1564 -2.4341 -0.2043 4.9696 -4.0908 -4.2603 5.9359 14.5713 -3.7556 -3.6966 0.6088 1.8987 -3.8095 -4.7165 0.9732 -0.3605 -8.4311 -6.2776 -8.0807 -4.7296 -5.2235 -3.1149 -2.0611 -3.6597 2.6500 4.8484 -2.6874 -2.2769 -5.2068 -3.0392 -0.6372 2.7246 5.8755 8.7590 -2.5800 -3.8448 -2.7246 -1.7096 2.9670 6.8730 -1.9709 -2.9048 -6.0099 -6.5753 0.3239 -1.6262 3.2929 2.6659 -6.5644 1.1481 6.9746 3.5833
0.3586 -1.7350 -3.1242 -5.3972 -1.4767 -0.2827 4.3486 7.6704 4.2289 5.3939 -6.7052 -5.0780 -5.1022 -1.7960 -0.3104 4.9745 -4.0675 -4.2723 5.9341 14.5889 -3.7487 -3.8223 0.5890 1.9459 -3.8551 -4.5956 0.8475 -0.0772 -8.5487 -6.2264 -8.0142 -4.8215 -5.1720 -3.1115 -2.0139 -3.7023 2.6326 4.9478 -2.5789 -2.1220 -5.1997 -3.0713 -0.7676 2.8625 5.7002 8.8444 -2.5368 -3.7511 -2.8599 -1.8126 2.7252 7.0692 -1.8974 -2.7730 -6.0051 -6.6159 0.1140 -1.2304 3.1242 2.7202 -6.4626 1.2119 6.9810 3.6455
0.4924 -1.5241 -3.1745 -5.4785 -1.5441 -0.2740 4.1733 7.8279 4.1349 5.4350 -6.9193 -5.1438 -4.9643 -1.3750 -0.3675 4.9841 -4.0481 -4.2601 5.9427 14.7055 -3.7277 -3.9095 0.6200 2.0013 -3.8800 -4.4652 0.7499 0.1837 -8.5965 -6.1503 -7.8423 -4.8529 -5.1193 -3.1105 -1.9328 -3.7096 2.6295 5.0748 -2.5197 -1.9929 -5.1669 -3.1232 -0.8753 3.0102 5.5318 8.9048 -2.5058 -3.7402 -2.9640 -1.8650 2.4845 7.2515 -1.8395 -2.6853 -5.9377 -6.7481 -0.1085 -0.8959 2.9569 2.7401 -6.3639 1.3163 6.9669 3.6485
0.5607 -1.3393 -3.2988 -5.5660 -1.6063 -0.2085 4.0298 7.9807 4.0466 5.4013 -7.1305 -5.2876 -4.7938 -1.1618 -0.3846 5.0256 -4.0332 -4.2224 5.9685 14.9039 -3.6940 -3.9430 0.6975 2.0734 -3.8712 -4.3325 0.6612 0.3932 -8.5842 -6.0677 -7.5879 -4.8242 -5.0617 -3.1065 -1.8240 -3.6717 2.6351 5.2324 -2.5470 -1.9325 -5.1168 -3.1678 -0.9627 3.1655 5.3769 8.9535 -2.4946 -3.7935 -3.0305 -1.8530 2.2491 7.4178 -1.8074 -2.6339 -5.8598 -6.9623 -0.3599 -0.6651 2.7976 2.7405 -6.2923 1.4516 6.9452 3.6117
0.5698 -1.1711 -3.4616 -5.6492 -1.6609 -0.0888 3.9108 8.1192 3.9678 5.3074 -7.3594 -5.4873 -4.5865 -1.1269 -0.3730 5.1072 -4.0146 -4.1567 6.0123 15.1429 -3.6443 -3.9110 0.8128 2.1667 -3.8283 -4.1845 0.5707 0.5294 -8.5288 -6.0019 -7.3048 -4.7566 -4.9919 -3.0884 -1.6938 -3.5810 2.6470 5.4127 -2.6665 -1.9644 -5.0548 -3.1865 -1.0296 3.3217 5.2383 8.9924 -2.5115 -3.8645 -3.0703 -1.7935 2.0295 7.5592 -1.8031 -2.6208 -5.8137 -7.2211 -0.6200 -0.5633 2.6492 2.7309 -6.2463 1.6059 6.9232 3.5474
0.5418 -1.0006 -3.6144 -5.7287 -1.7023 0.0709 3.8086 8.2286 3.8929 5.1585 -7.6042 -5.6818 -4.3301 -1.2473 -0.3504 5.2066 -3.9737 -4.0601 6.0688 15.3691 -3.5715 -3.8075 0.9564 2.2798 -3.7623 -4.0016 0.4772 0.5817 -8.4601 -5.9671 -7.0610 -4.6818 -4.9000 -3.0428 -1.5473 -3.4368 2.6643 5.5956 -2.8434 -2.0724 -4.9827 -3.1753 -1.0727 3.4685 5.1144 9.0094 -2.5552 -3.8989 -3.1033 -1.7151 1.8357 7.6589 -1.8163 -2.6472 -5.8120 -7.4585 -0.8465 -0.5986 2.5076 2.7083 -6.1938 1.7697 6.9006 3.4523
0.5124 -0.8022 -3.7140 -5.8047 -1.7235 0.2542 3.7148 8.2944 3.8075 4.9592 -7.8381 -5.7906 -4.0473 -1.5124 -0.3409 5.2818 -3.8905 -3.9309 6.1323 15.5364 -3.4703 -3.6347 1.1186 2.4073 -3.6896 -3.7713 0.3826 0.5511 -8.4243 -5.9663 -6.9156 -4.6318 -4.7777 -2.9588 -1.3895 -3.2449 2.6853 5.7578 -3.0185 -2.2121 -4.9003 -3.1399 -1.0889 3.5959 5.0014 8.9888 -2.6104 -3.8525 -3.1489 -1.6388 1.6698 7.7016 -1.8274 -2.6973 -5.8431 -7.6129 -1.0032 -0.7623 2.3623 2.6606 -6.0947 1.9377 6.8720 3.3183
0.5130 -0.5574 -3.7400 -5.8653 -1.7183 0.4507 3.6225 8.3108 3.6917 4.7237 -8.0281 -5.7550 -3.8059 -1.9122 -0.3669 5.2974 -3.7527 -3.7702 6.2006 15.6203 -3.3412 -3.4016 1.2902 2.5425 -3.6263 -3.4915 0.2867 0.4485 -8.4750 -5.9970 -6.9029 -4.6315 -4.6229 -2.8308 -1.2254 -3.0150 2.7077 5.8833 -3.1362 -2.3388 -4.8086 -3.0839 -1.0790 3.6995 4.8961 8.9238 -2.6541 -3.7046 -3.2191 -1.5727 1.5248 7.6835 -1.8187 -2.7375 -5.8917 -7.6616 -1.0841 -1.0287 2.1993 2.5791 -5.9336 2.1089 6.8316 3.1456
0.5541 -0.2662 -3.6991 -5.8837 -1.6826 0.6587 3.5300 8.2857 3.5256 4.4764 -8.1559 -5.5731 -3.7056 -2.4128 -0.4410 5.2421 -3.5602 -3.5818 6.2763 15.6187 -3.1916 -3.1205 1.4624 2.6795 -3.5862 -3.1747 0.1866 0.2930 -8.6501 -6.0606 -7.0274 -4.6942 -4.4424 -2.6584 -1.0589 -2.7573 2.7313 5.9700 -3.1642 -2.4247 -4.7118 -3.0015 -1.0490 3.7835 4.7972 8.8228 -2.6691 -3.4691 -3.3132 -1.5161 1.3892 7.6126 -1.7883 -2.7377 -5.9565 -7.6245 -1.1240 -1.3613 2.0049 2.4665 -5.7404 2.2836 6.7759 2.9482
0.6234 0.0536 -3.6166 -5.8260 -1.6155 0.8831 3.4396 8.2416 3.2945 4.2466 -8.2237 -5.2968 -3.8528 -2.9311 -0.5668 5.1282 -3.3213 -3.3726 6.3644 15.5443 -3.0322 -2.8037 1.6285 2.8156 -3.5821 -2.8573 0.0763 0.1119 -8.9515 -6.1710 -7.2699 -4.8269 -4.2487 -2.4433 -0.8905 -2.4800 2.7610 6.0287 -3.0956 -2.4603 -4.6177 -2.8767 -1.0077 3.8603 4.7046 8.7070 -2.6562 -3.1944 -3.4170 -1.4643 1.2515 7.5040 -1.7498 -2.6920 -6.0541 -7.5358 -1.1959 -1.7222 1.7686 2.3363 -5.5812 2.4614 6.7066 2.7494
0.6995 0.3782 -3.5215 -5.6708 -1.5208 1.1281 3.3564 8.2095 2.9976 4.0583 -8.2458 -4.9916 -4.3189 -3.3426 -0.7451 4.9780 -3.0489 -3.1500 6.4687 15.4143 -2.8728 -2.4633 1.7843 2.9513 -3.6246 -2.5968 -0.0521 -0.0595 -9.3435 -6.3550 -7.6000 -5.0359 -4.0537 -2.1892 -0.7180 -2.1904 2.8043 6.0781 -2.9393 -2.4464 -4.5341 -2.6951 -0.9618 3.9463 4.6191 8.6016 -2.6353 -2.9453 -3.5110 -1.4170 1.1038 7.3760 -1.7170 -2.6171 -6.2091 -7.4099 -1.3894 -2.0744 1.4903 2.2035 -5.5217 2.6419 6.6301 2.5740
0.7664 0.6906 -3.4367 -5.4315 -1.4042 1.3868 3.2875 8.2181 2.6576 3.9224 -8.2380 -4.7050 -5.0957 -3.5401 -0.9729 4.8127 -2.7591 -2.9202 6.5912 15.2488 -2.7177 -2.1145 1.9304 3.0895 -3.7172 -2.4502 -0.2020 -0.1850 -9.7685 -6.6321 -7.9872 -5.3223 -3.8651 -1.9053 -0.5380 -1.8977 2.8681 6.1356 -2.7096 -2.3872 -4.4660 -2.4621 -0.9118 4.0522 4.5454 8.5249 -2.6335 -2.7798 -3.5802 -1.3872 0.9463 7.2461 -1.6895 -2.5359 -6.4386 -7.2417 -1.7743 -2.3798 1.1869 2.0767 -5.5847 2.8255 6.5544 2.4382
0.8188 0.9820 -3.3757 -5.1601 -1.2709 1.6371 3.2439 8.2814 2.3174 3.8331 -8.2096 -4.4686 -6.0822 -3.5070 -1.2368 4.6469 -2.4702 -2.6872 6.7328 15.0756 -2.5652 -1.7785 2.0717 3.2314 -3.8518 -2.4535 -0.3661 -0.2433 -10.1674 -6.9860 -8.4019 -5.6692 -3.6873 -1.6108 -0.3476 -1.6167 2.9562 6.2112 -2.4243 -2.2851 -4.4135 -2.2091 -0.8529 4.1753 4.4930 8.4833 -2.6651 -2.7360 -3.6197 -1.3962 0.7901 7.1269 -1.6540 -2.4653 -6.7347 -7.0400 -2.3586 -2.6047 0.8900 1.9569 -5.7374 3.0126 6.4854 2.3411
0.8541 1.2432 -3.3416 -4.9223 -1.1237 1.8497 3.2365 8.3905 2.0182 3.7700 -8.1605 -4.3090 -7.1186 -3.3340 -1.5116 4.4849 -2.2005 -2.4543 6.8920 14.9321 -2.4095 -1.4795 2.2163 3.3732 -4.0068 -2.6112 -0.5259 -0.2419 -10.4911 -7.3583 -8.8176 -6.0370 -3.5218 -1.3324 -0.1453 -1.3654 3.0674 6.3034 -2.1080 -2.1432 -4.3707 -1.9787 -0.7789 4.2997 4.4733 8.4718 -2.7178 -2.8310 -3.6306 -1.4559 0.6531 7.0228 -1.5990 -2.4173 -7.0553 -6.8530 -3.0710 -2.7320 0.6313 1.8374 -5.9142 3.2022 6.4241 2.2640
0.8660 1.4584 -3.3289 -4.7638 -0.9640 2.0036 3.2703 8.5170 1.7782 3.7064 -8.0848 -4.2457 -8.0395 -3.1617 -1.7681 4.3198 -1.9645 -2.2270 7.0633 14.8531 -2.2445 -1.2377 2.3710 3.5075 -4.1545 -2.8962 -0.6556 -0.2116 -10.7082 -7.6752 -9.2191 -6.3776 -3.3677 -1.0951 0.0669 -1.1583 3.1952 6.4029 -1.7944 -1.9749 -4.3266 -1.8009 -0.6847 4.4073 4.4934 8.4787 -2.7564 -3.0627 -3.6133 -1.5567 0.5529 6.9301 -1.5258 -2.4029 -7.3341 -6.7471 -3.7826 -2.7691 0.4289 1.7048 -6.0543 3.3916 6.3679 2.1797
0.8468 1.6088 -3.3271 -4.6972 -0.7948 2.0955 3.3398 8.6279 1.5936 3.6198 -7.9806 -4.2828 -8.7130 -3.1012 -1.9809 4.1408 -1.7723 -2.0150 7.2361 14.8536 -2.0699 -1.0628 2.5372 3.6276 -4.2737 -3.2589 -0.7292 -0.1867 -10.8119 -7.8860 -9.6084 -6.6539 -3.2255 -0.9145 0.2813 -1.0015 3.3296 6.4986 -1.5242 -1.8090 -4.2701 -1.6831 -0.5689 4.4895 4.5534 8.4929 -2.7433 -3.4092 -3.5672 -1.6705 0.5005 6.8422 -1.4470 -2.4331 -7.5133 -6.7604 -4.3562 -2.7463 0.2876 1.5447 -6.1281 3.5767 6.3153 2.0698
0.7918 1.6783 -3.3268 -4.7128 -0.6236 2.1382 3.4317 8.7018 1.4547 3.5000 -7.8615 -4.4112 -9.0580 -3.1999 -2.1308 3.9429 -1.6303 -1.8315 7.3965 14.9161 -1.8951 -0.9532 2.7091 3.7322 -4.3578 -3.6408 -0.7287 -0.1890 -10.8233 -7.9844 -9.9915 -6.8496 -3.1014 -0.7956 0.4835 -0.8934 3.4593 6.5824 -1.3393 -1.6790 -4.1981 -1.6190 -0.4358 4.5503 4.6477 8.5094 -2.6603 -3.8325 -3.4982 -1.7633 0.5005 6.7534 -1.3766 -2.5171 -7.5723 -6.8794 -4.6936 -2.7067 0.2080 1.3539 -6.1376 3.7514 6.2693 1.9337
0.6985 1.6544 -3.3229 -4.7939 -0.4622 2.1488 3.5307 8.7334 1.3595 3.3556 -7.7604 -4.6192 -9.0553 -3.4648 -2.2014 3.7330 -1.5411 -1.6887 7.5305 14.9885 -1.7378 -0.9004 2.8768 3.8240 -4.4119 -3.9859 -0.6497 -0.2271 -10.7835 -8.0018 -10.3559 -6.9662 -3.0076 -0.7359 0.6569 -0.8288 3.5741 6.6491 -1.2713 -1.6063 -4.1183 -1.6007 -0.2960 4.5992 4.7677 8.5285 -2.5194 -4.2861 -3.4204 -1.8070 0.5526 6.6585 -1.3256 -2.6570 -7.5331 -7.0552 -4.7591 -2.6966 0.1933 1.1466 -6.0927 3.9073 6.2362 1.7886
0.5671 1.5307 -3.3147 -4.9202 -0.3242 2.1388 3.6233 8.7259 1.3143 3.2129 -7.7212 -4.8906 -8.7614 -3.9002 -2.1781 3.5268 -1.5030 -1.5949 7.6253 14.9869 -1.6177 -0.8949 3.0284 3.9043 -4.4429 -4.2516 -0.5045 -0.3075 -10.7405 -7.9811 -10.6592 -7.0121 -2.9546 -0.7263 0.7867 -0.8032 3.6641 6.6919 -1.3277 -1.5942 -4.0466 -1.6211 -0.1654 4.6416 4.9042 8.5500 -2.3587 -4.7196 -3.3512 -1.7862 0.6517 6.5495 -1.3006 -2.8386 -7.4457 -7.2337 -4.5760 -2.7576 0.2482 0.9495 -5.9815 4.0337 6.2225 1.6625
0.4050 1.3149 -3.3027 -5.0583 -0.2218 2.1137 3.6973 8.6832 1.3265 3.1014 -7.7779 -5.1890 -8.3021 -4.5182 -2.0520 3.3385 -1.5093 -1.5539 7.6706 14.8117 -1.5485 -0.9263 3.1497 3.9674 -4.4556 -4.4090 -0.3213 -0.4392 -10.7399 -7.9534 -10.8423 -6.9993 -2.9427 -0.7502 0.8630 -0.8138 3.7191 6.6995 -1.4839 -1.6297 -3.9995 -1.6661 -0.0624 4.6766 5.0456 8.5681 -2.2248 -5.0754 -3.3047 -1.6948 0.7866 6.4163 -1.3008 -3.0232 -7.3705 -7.3758 -4.2091 -2.9187 0.3739 0.7845 -5.7619 4.1194 6.2302 1.5831
0.2298 1.0348 -3.2830 -5.1551 -0.1636 2.0818 3.7413 8.6078 1.3953 3.0331 -7.9342 -5.4516 -7.8312 -5.3237 -1.8277 3.1728 -1.5468 -1.5650 7.6598 14.3811 -1.5334 -0.9802 3.2251 4.0047 -4.4590 -4.4369 -0.1382 -0.6284 -10.8162 -7.9349 -10.8539 -6.9474 -2.9596 -0.7834 0.8818 -0.8557 3.7289 6.6589 -1.6889 -1.6891 -3.9883 -1.7066 -0.0027 4.7012 5.1751 8.5680 -2.1506 -5.2904 -3.2881 -1.5268 0.9400 6.2521 -1.3145 -3.1512 -7.3613 -7.4653 -3.7443 -3.1860 0.5623 0.6524 -5.3849 4.1553 6.2537 1.5625
0.0625 0.7334 -3.2476 -5.1488 -0.1529 2.0585 3.7472 8.5050 1.5070 2.9959 -8.1608 -5.6172 -7.4696 -6.2911 -1.5274 3.0254 -1.5991 -1.6238 7.5952 13.6707 -1.5668 -1.0399 3.2419 4.0127 -4.4696 -4.3203 0.0090 -0.8669 -10.9812 -7.9359 -10.6720 -6.8843 -2.9878 -0.8018 0.8451 -0.9199 3.6870 6.5621 -1.8848 -1.7479 -4.0157 -1.7027 0.0072 4.7157 5.2725 8.5321 -2.1422 -5.3167 -3.3042 -1.2765 1.0909 6.0620 -1.3218 -3.1689 -7.4481 -7.5121 -3.2668 -3.5345 0.7931 0.5325 -4.8331 4.1375 6.2823 1.5911
-0.0849 0.4523 -3.1910 -4.9970 -0.1894 2.0594 3.7150 8.3873 1.6380 2.9702 -8.4143 -5.6644 -7.2575 -7.3338 -1.1882 2.8941 -1.6531 -1.7236 7.4918 12.7318 -1.6406 -1.0925 3.1965 3.9971 -4.5075 -4.0644 0.0995 -1.1262 -11.2194 -7.9665 -10.3171 -6.8370 -3.0167 -0.7939 0.7597 -0.9957 3.5945 6.4134 -2.0292 -1.7914 -4.0796 -1.6215 -0.0273 4.7251 5.3235 8.4529 -2.1857 -5.1479 -3.3550 -0.9537 1.2201 5.8667 -1.3039 -3.0649 -7.6274 -7.5418 -2.8385 -3.9076 1.0383 0.4006 -4.1441 4.0692 6.3070 1.6472
