Fp1 Fp2 F3 F4 C3 C4 P3 P4 O1 O2 F7 F8 T7 T8 P7 P8 Fz Cz Pz IO FC1 FC2 CP1 CP2 FC5 FC6 CP5 CP6 FT9 FT10 TP9 TP10 F1 F2 C1 C2 P1 P2 AF3 AF4 FC3 FC4 CP3 CP4 PO3 PO4 F5 F6 C5 C6 P5 P6 AF7 AF8 FT7 FT8 TP7 TP8 PO7 PO8 Fpz CPz POz Oz
1.4536 1.2755 0.5676 -0.6409 0.4397 -0.4751 1.0078 0.5243 0.5273 0.7899 0.2764 1.2807 0.1322 -0.1006 0.8675 0.8360 -0.0306 -1.1110 0.0899 0.9085 -0.5622 -0.3975 -0.3838 -0.9525 -0.8173 1.1550 -0.0402 -0.5612 -1.0529 0.1021 -1.7285 0.5753 -0.4174 -0.0658 -0.9995 -1.3798 -0.6354 0.0609 0.6068 0.2043 -0.6577 -0.3194 0.2468 -0.3233 0.9443 0.0200 0.9473 -0.2308 -0.1311 -0.9664 0.4055 -0.0440 0.3949 -0.9269 0.5633 0.0043 0.9276 -1.0340 0.9926 0.2522 -0.1818 -0.5368 0.1590 -0.0437
1.2815 1.3071 0.3451 -0.9088 0.4047 -0.3721 1.1816 0.5333 0.6084 0.7106 0.3991 1.0143 0.3108 -0.5052 1.1421 0.7922 -0.1500 -1.1726 0.0752 1.4574 -0.6700 -0.4247 -0.3967 -0.9130 -0.7409 1.2052 0.0944 -0.6447 -1.0712 0.0746 -1.2345 0.4364 -0.6128 -0.2091 -1.0949 -1.3374 -0.5331 0.0685 0.4506 0.0806 -0.7429 -0.3342 0.3224 -0.3050 1.0553 -0.1078 0.9978 0.0714 -0.0726 -0.9550 0.6130 -0.1048 0.2539 -1.0030 0.6309 -0.2461 1.1105 -1.1770 1.0912 0.1948 -0.4851 -0.5562 0.1865 -0.1625
1.1487 1.4366 0.1419 -1.0677 0.4068 -0.2658 1.3311 0.5275 0.6517 0.6059 0.4411 0.6520 0.4176 -0.7148 1.3465 0.7258 -0.2134 -1.1709 0.0741 1.8783 -0.7436 -0.4182 -0.3848 -0.8470 -0.6725 1.2120 0.2254 -0.7379 -1.0592 0.0357 -0.7719 0.2711 -0.7683 -0.2773 -1.1337 -1.2612 -0.4203 0.0910 0.3246 -0.0365 -0.7909 -0.3405 0.4369 -0.2937 1.1529 -0.2374 0.9824 0.3251 -0.0096 -1.0108 0.7538 -0.1915 0.1493 -0.9811 0.6260 -0.4002 1.2249 -1.2908 1.1165 0.1105 -0.7149 -0.5286 0.2193 -0.2889
1.0596 1.6637 -0.0175 -1.0953 0.4425 -0.1703 1.4491 0.5129 0.6573 0.5039 0.3700 0.2710 0.4383 -0.8515 1.4659 0.6429 -0.2205 -1.1135 0.0888 2.1423 -0.7808 -0.3842 -0.3532 -0.7679 -0.6217 1.1872 0.3478 -0.8554 -1.0070 -0.0309 -0.3662 0.0814 -0.8706 -0.2651 -1.1194 -1.1622 -0.3036 0.1284 0.2338 -0.1648 -0.8085 -0.3420 0.5709 -0.3017 1.2346 -0.3565 0.8996 0.5106 0.0479 -1.0835 0.8276 -0.3034 0.0856 -0.8745 0.5240 -0.3985 1.2309 -1.3912 1.0710 0.0067 -0.8898 -0.4570 0.2605 -0.3921
1.0361 2.0006 -0.1156 -0.9967 0.5057 -0.0860 1.5323 0.4971 0.6221 0.4162 0.1683 -0.0594 0.3310 -1.0300 1.4908 0.5450 -0.1733 -1.0071 0.1222 2.2404 -0.7784 -0.3212 -0.3052 -0.6826 -0.5883 1.1593 0.4531 -1.0078 -0.9150 -0.1234 -0.0414 -0.1178 -0.9118 -0.1725 -1.0583 -1.0472 -0.1889 0.1806 0.1759 -0.2946 -0.7989 -0.3286 0.7066 -0.3291 1.2978 -0.4490 0.7620 0.6309 0.1004 -1.1114 0.8354 -0.4287 0.0685 -0.7016 0.3186 -0.2693 1.0958 -1.4951 0.9578 -0.1197 -1.0212 -0.3460 0.3084 -0.4648
1.1035 2.4626 -0.1458 -0.8029 0.5895 -0.0059 1.5839 0.4904 0.5549 0.3469 -0.1568 -0.3041 0.0381 -1.3029 1.4206 0.4368 -0.0778 -0.8615 0.1777 2.1833 -0.7370 -0.2247 -0.2440 -0.5921 -0.5651 1.1523 0.5291 -1.1894 -0.7993 -0.2292 0.1739 -0.3033 -0.8926 -0.0095 -0.9608 -0.9227 -0.0804 0.2479 0.1380 -0.4021 -0.7606 -0.2819 0.8317 -0.3650 1.3447 -0.4942 0.5935 0.6968 0.1590 -1.0636 0.7783 -0.5437 0.0990 -0.4903 0.0246 -0.1114 0.7994 -1.6119 0.7831 -0.2668 -1.1005 -0.2051 0.3627 -0.5101
1.2670 3.0461 -0.1148 -0.5578 0.6830 0.0763 1.6103 0.5044 0.4770 0.2992 -0.5695 -0.4583 -0.4682 -1.6500 1.2682 0.3334 0.0516 -0.6953 0.2565 1.9946 -0.6653 -0.0951 -0.1753 -0.4968 -0.5493 1.1677 0.5613 -1.3749 -0.6867 -0.3318 0.2563 -0.4558 -0.8237 0.2014 -0.8441 -0.7985 0.0196 0.3294 0.1000 -0.4624 -0.6938 -0.1856 0.9381 -0.3956 1.3796 -0.4727 0.4221 0.7164 0.2302 -0.9536 0.6587 -0.6198 0.1653 -0.2750 -0.3219 -0.0227 0.3432 -1.7343 0.5581 -0.4198 -1.1029 -0.0511 0.4267 -0.5305
1.5022 3.7193 -0.0411 -0.3036 0.7695 0.1594 1.6161 0.5484 0.4100 0.2753 -1.0124 -0.5236 -1.1519 -2.0104 1.0588 0.2595 0.1923 -0.5354 0.3544 1.7056 -0.5820 0.0567 -0.1097 -0.4007 -0.5526 1.1777 0.5376 -1.5289 -0.6035 -0.4131 0.2064 -0.5639 -0.7254 0.4278 -0.7312 -0.6886 0.1073 0.4216 0.0455 -0.4600 -0.6093 -0.0352 1.0194 -0.4130 1.4045 -0.3729 0.2715 0.6926 0.3014 -0.8224 0.4844 -0.6327 0.2454 -0.0870 -0.6717 -0.0395 -0.2411 -1.8349 0.3000 -0.5546 -1.0063 0.0931 0.5045 -0.5289
1.7698 4.4342 0.0487 -0.0738 0.8288 0.2343 1.6020 0.6289 0.3679 0.2840 -1.4262 -0.4960 -1.9206 -2.3339 0.8228 0.2416 0.3178 -0.4128 0.4608 1.3514 -0.5121 0.2084 -0.0620 -0.3125 -0.5979 1.1412 0.4522 -1.6210 -0.5687 -0.4605 0.0533 -0.6228 -0.6235 0.6337 -0.6469 -0.6083 0.1765 0.5200 -0.0262 -0.3973 -0.5314 0.1553 1.0718 -0.4177 1.4181 -0.1914 0.1546 0.6261 0.3431 -0.7112 0.2723 -0.5675 0.3188 0.0540 -0.9810 -0.1352 -0.8925 -1.8789 0.0302 -0.6442 -0.8131 0.2042 0.5997 -0.5055
2.0363 5.1460 0.1263 0.1050 0.8444 0.2881 1.5666 0.7523 0.3569 0.3506 -1.7733 -0.3803 -2.6650 -2.6025 0.5864 0.2973 0.4037 -0.3556 0.5637 0.9660 -0.4804 0.3318 -0.0479 -0.2411 -0.7046 1.0377 0.3084 -1.6348 -0.5914 -0.4787 -0.1600 -0.6374 -0.5429 0.7863 -0.6114 -0.5699 0.2211 0.6226 -0.0988 -0.2976 -0.4910 0.3560 1.0941 -0.4156 1.4203 0.0705 0.0698 0.5224 0.3257 -0.6423 0.0464 -0.4187 0.3783 0.1379 -1.2305 -0.2654 -1.5342 -1.8477 -0.2276 -0.6638 -0.5604 0.2641 0.7166 -0.4461
2.2828 5.8209 0.1713 0.2125 0.8090 0.3116 1.5079 0.9253 0.3755 0.5081 -2.0488 -0.2157 -3.3015 -2.8034 0.3678 0.4282 0.4338 -0.3810 0.6544 0.5785 -0.5031 0.4012 -0.0783 -0.1923 -0.8739 0.8916 0.1183 -1.5693 -0.6667 -0.4912 -0.3931 -0.6246 -0.5012 0.8635 -0.6352 -0.5804 0.2381 0.7296 -0.1456 -0.1935 -0.5104 0.5311 1.0865 -0.4137 1.4155 0.4066 0.0029 0.3992 0.2368 -0.6188 -0.1699 -0.1893 0.4307 0.1596 -1.4274 -0.4013 -2.0941 -1.7463 -0.4523 -0.5998 -0.3078 0.2637 0.8585 -0.3250
2.5010 6.4349 0.1792 0.2391 0.7272 0.3020 1.4261 1.1490 0.4148 0.7656 -2.2690 -0.0738 -3.7883 -2.9019 0.1826 0.6203 0.4051 -0.4898 0.7291 0.2124 -0.5818 0.3999 -0.1547 -0.1681 -1.0885 0.7627 -0.0998 -1.4331 -0.7711 -0.5239 -0.6152 -0.6065 -0.5049 0.8588 -0.7160 -0.6410 0.2284 0.8392 -0.1423 -0.1038 -0.5918 0.6481 1.0482 -0.4175 1.4105 0.7993 -0.0660 0.2829 0.0840 -0.6375 -0.3593 0.1075 0.4880 0.1190 -1.5892 -0.5279 -2.5182 -1.5866 -0.6273 -0.4578 -0.1097 0.2028 1.0224 -0.1301
2.6854 6.9676 0.1599 0.1905 0.6126 0.2606 1.3266 1.4117 0.4628 1.0902 -2.4490 -0.0181 -4.1062 -2.8611 0.0510 0.8475 0.3266 -0.6670 0.7878 -0.1147 -0.7039 0.3217 -0.2693 -0.1689 -1.3258 0.7101 -0.3226 -1.2429 -0.8660 -0.5827 -0.8052 -0.5953 -0.5512 0.7802 -0.8420 -0.7491 0.1955 0.9459 -0.0815 -0.0203 -0.7197 0.6828 0.9800 -0.4308 1.4122 1.2158 -0.1532 0.1914 -0.1160 -0.6961 -0.5084 0.4462 0.5559 0.0306 -1.7267 -0.6323 -2.7665 -1.3708 -0.7385 -0.2635 0.0106 0.0893 1.1973 0.1140
2.8287 7.4012 0.1288 0.0844 0.4804 0.1906 1.2243 1.6881 0.5141 1.4189 -2.5898 -0.0556 -4.2207 -2.6857 -0.0031 1.0762 0.2144 -0.8890 0.8331 -0.3941 -0.8502 0.1683 -0.4078 -0.1928 -1.5700 0.7622 -0.5215 -1.0245 -0.9154 -0.6435 -0.9527 -0.5847 -0.6333 0.6440 -0.9973 -0.9000 0.1448 1.0429 0.0199 0.0825 -0.8720 0.6220 0.8887 -0.4541 1.4268 1.6138 -0.2655 0.1184 -0.3491 -0.7861 -0.6015 0.7909 0.6283 -0.0727 -1.8383 -0.7074 -2.7975 -1.1029 -0.7716 -0.0531 0.0697 -0.0619 1.3677 0.3547
2.9245 7.7258 0.0950 -0.0597 0.3423 0.0968 1.1412 1.9468 0.5758 1.6925 -2.6819 -0.1228 -4.0654 -2.4354 0.0364 1.2697 0.0838 -1.1315 0.8690 -0.6292 -1.0047 -0.0522 -0.5546 -0.2344 -1.8111 0.9127 -0.6627 -0.8107 -0.9022 -0.6645 -1.0587 -0.5551 -0.7428 0.4672 -1.1673 -1.0866 0.0830 1.1253 0.1279 0.2228 -1.0309 0.4681 0.7890 -0.4844 1.4604 1.9557 -0.3963 0.0350 -0.6040 -0.8807 -0.6202 1.1047 0.6915 -0.1495 -1.9148 -0.7609 -2.5690 -0.8122 -0.7146 0.1370 0.1134 -0.2320 1.5211 0.5439
2.9753 7.9450 0.0544 -0.2288 0.2046 -0.0140 1.0986 2.1612 0.6627 1.8832 -2.7195 -0.1251 -3.5762 -2.1915 0.1637 1.3963 -0.0548 -1.3754 0.9002 -0.8361 -1.1602 -0.3260 -0.6970 -0.2851 -2.0373 1.1302 -0.7165 -0.6335 -0.8328 -0.6113 -1.1328 -0.4894 -0.8720 0.2649 -1.3404 -1.2979 0.0171 1.1909 0.2091 0.3958 -1.1872 0.2381 0.6985 -0.5156 1.5173 2.2212 -0.5257 -0.0928 -0.8660 -0.9380 -0.5539 1.3617 0.7349 -0.1645 -1.9488 -0.8087 -2.0680 -0.5549 -0.5683 0.2816 0.1968 -0.4015 1.6524 0.6685
2.9941 8.0735 -0.0063 -0.4141 0.0707 -0.1324 1.1063 2.3215 0.7880 2.0014 -2.7078 -0.0029 -2.7576 -2.0019 0.3483 1.4410 -0.1962 -1.6080 0.9323 -1.0388 -1.3170 -0.6342 -0.8279 -0.3338 -2.2331 1.3648 -0.6705 -0.5099 -0.7313 -0.4739 -1.1866 -0.3837 -1.0141 0.0494 -1.5080 -1.5193 -0.0463 1.2415 0.2456 0.5770 -1.3379 -0.0410 0.6287 -0.5383 1.5971 2.4126 -0.6275 -0.2892 -1.1137 -0.9248 -0.4112 1.5547 0.7561 -0.0986 -1.9447 -0.8577 -1.3471 -0.3841 -0.3521 0.3725 0.3631 -0.5536 1.7646 0.7549
3.0005 8.1278 -0.1013 -0.6038 -0.0564 -0.2447 1.1590 2.4382 0.9557 2.0774 -2.6583 0.2274 -1.7151 -1.8418 0.5473 1.4124 -0.3374 -1.8195 0.9723 -1.2575 -1.4781 -0.9534 -0.9444 -0.3676 -2.3864 1.5528 -0.5385 -0.4313 -0.6320 -0.2699 -1.2248 -0.2496 -1.1661 -0.1683 -1.6639 -1.7327 -0.1019 1.2840 0.2383 0.7325 -1.4839 -0.3364 0.5797 -0.5399 1.6932 2.5468 -0.6824 -0.5639 -1.3247 -0.8370 -0.2212 1.6951 0.7556 0.0433 -1.9218 -0.8998 -0.5223 -0.3199 -0.0989 0.4161 0.6286 -0.6760 1.8640 0.8429
3.0137 8.1179 -0.2434 -0.7849 -0.1743 -0.3308 1.2402 2.5374 1.1584 2.1401 -2.5781 0.4908 -0.6169 -1.6139 0.7257 1.3423 -0.4777 -2.0014 1.0268 -1.4896 -1.6450 -1.2591 -1.0455 -0.3735 -2.5005 1.6344 -0.3570 -0.3649 -0.5737 -0.0345 -1.2380 -0.1089 -1.3312 -0.3800 -1.8038 -1.9180 -0.1455 1.3294 0.1975 0.8250 -1.6306 -0.6128 0.5419 -0.5063 1.7941 2.6438 -0.6912 -0.9105 -1.4847 -0.7025 -0.0222 1.8060 0.7287 0.2271 -1.9033 -0.9196 0.2755 -0.3392 0.1578 0.4279 0.9719 -0.7609 1.9551 0.9568
3.0381 8.0399 -0.4479 -0.9568 -0.2821 -0.3720 1.3309 2.6468 1.3781 2.2089 -2.4678 0.7103 0.3832 -1.1902 0.8676 1.2774 -0.6221 -2.1471 1.1021 -1.6935 -1.8175 -1.5326 -1.1289 -0.3423 -2.5985 1.5795 -0.1696 -0.2676 -0.5918 0.1944 -1.2079 0.0145 -1.5189 -0.5859 -1.9239 -2.0555 -0.1718 1.3893 0.1250 0.8184 -1.7881 -0.8416 0.5060 -0.4262 1.8885 2.7206 -0.6786 -1.3009 -1.5930 -0.5731 0.1508 1.9130 0.6616 0.3984 -1.8990 -0.9013 0.9553 -0.3887 0.3916 0.4310 1.3285 -0.8041 2.0398 1.0959
3.0527 7.8744 -0.7325 -1.1394 -0.3797 -0.3615 1.4180 2.7824 1.5878 2.2956 -2.3239 0.8535 1.1919 -0.4805 0.9705 1.2646 -0.7811 -2.2538 1.2036 -1.7958 -1.9927 -1.7666 -1.1886 -0.2727 -2.7138 1.4014 -0.0113 -0.1053 -0.7075 0.3883 -1.1284 0.1019 -1.7401 -0.7950 -2.0187 -2.1323 -0.1727 1.4706 0.0029 0.6869 -1.9657 -1.0121 0.4728 -0.2956 1.9684 2.7909 -0.6830 -1.6810 -1.6595 -0.5077 0.2755 2.0350 0.5327 0.5093 -1.8933 -0.8263 1.4864 -0.4078 0.5845 0.4543 1.5964 -0.8032 2.1170 1.2442
3.0190 7.5954 -1.1067 -1.3599 -0.4629 -0.3092 1.4977 2.9419 1.7584 2.4024 -2.1399 0.9288 1.7721 0.5137 1.0324 1.3349 -0.9626 -2.3212 1.3344 -1.7288 -2.1618 -1.9631 -1.2153 -0.1706 -2.8693 1.1471 0.0997 0.1345 -0.9166 0.5288 -1.0245 0.1467 -1.9985 -1.0171 -2.0783 -2.1454 -0.1375 1.5730 -0.1953 0.4177 -2.1620 -1.1321 0.4564 -0.1216 2.0288 2.8641 -0.7360 -1.9820 -1.6939 -0.5514 0.3433 2.1776 0.3229 0.5387 -1.8551 -0.6768 1.8795 -0.3524 0.7227 0.5246 1.6643 -0.7566 2.1839 1.3831
2.9049 7.1896 -1.5579 -1.6308 -0.5201 -0.2362 1.5747 3.1089 1.8673 2.5220 -1.9103 0.9491 2.1183 1.7015 1.0427 1.4946 -1.1637 -2.3491 1.4934 -1.4702 -2.3071 -2.1274 -1.1987 -0.0455 -3.0591 0.8722 0.1616 0.4404 -1.1904 0.6039 -0.9484 0.1575 -2.2834 -1.2514 -2.0891 -2.1030 -0.0579 1.6889 -0.4800 0.0100 -2.3586 -1.2201 0.4780 0.0779 2.0651 2.9422 -0.8463 -2.1508 -1.6976 -0.7207 0.3570 2.3332 0.0275 0.4889 -1.7606 -0.4485 2.1521 -0.2078 0.7956 0.6539 1.4560 -0.6634 2.2387 1.5005
2.7070 6.6713 -2.0454 -1.9396 -0.5327 -0.1705 1.6563 3.2608 1.9066 2.6398 -1.6404 0.9087 2.2364 2.9550 0.9865 1.7271 -1.3691 -2.3370 1.6741 -1.0523 -2.4054 -2.2641 -1.1311 0.0929 -3.2488 0.6220 0.1830 0.7812 -1.4890 0.6087 -0.9528 0.1545 -2.5703 -1.4859 -2.0386 -2.0226 0.0668 1.8067 -0.8252 -0.5185 -2.5232 -1.2992 0.5554 0.2770 2.0753 3.0196 -0.9962 -2.1731 -1.6629 -1.0078 0.3260 2.4881 -0.3360 0.3708 -1.6110 -0.1646 2.3038 0.0170 0.7973 0.8319 0.9668 -0.5273 2.2824 1.5940
2.4591 6.0858 -2.5033 -2.2546 -0.4814 -0.1422 1.7475 3.3743 1.8864 2.7350 -1.3531 0.7965 2.1338 4.1497 0.8564 2.0000 -1.5549 -2.2861 1.8650 -0.5397 -2.4343 -2.3775 -1.0115 0.2326 -3.3909 0.4283 0.1750 1.1130 -1.7761 0.5501 -1.0650 0.1577 -2.8263 -1.7034 -1.9208 -1.9261 0.2280 1.9117 -1.1736 -1.1201 -2.6191 -1.3924 0.6949 0.4443 2.0633 3.0832 -1.1537 -2.0657 -1.5799 -1.3932 0.2646 2.6242 -0.7275 0.1989 -1.4294 0.1280 2.3135 0.3005 0.7330 1.0262 0.2700 -0.3598 2.3181 1.6658
2.2238 5.4999 -2.8560 -2.5340 -0.3551 -0.1726 1.8476 3.4273 1.8293 2.7790 -1.0831 0.6208 1.8179 5.1556 0.6610 2.2679 -1.6930 -2.1986 2.0509 -0.0063 -2.3795 -2.4674 -0.8474 0.3589 -3.4469 0.3129 0.1448 1.3844 -2.0244 0.4463 -1.2807 0.1722 -3.0163 -1.8844 -1.7378 -1.8323 0.4110 1.9866 -1.4602 -1.7169 -2.6163 -1.5121 0.8884 0.5496 2.0406 3.1129 -1.2907 -1.8528 -1.4445 -1.8455 0.1916 2.7151 -1.0917 -0.0055 -1.2489 0.3784 2.1575 0.6078 0.6218 1.1933 -0.5043 -0.1782 2.3451 1.7133
2.0704 4.9822 -3.0397 -2.7303 -0.1560 -0.2606 1.9512 3.3996 1.7588 2.7396 -0.8630 0.4176 1.3010 5.8148 0.4226 2.4747 -1.7537 -2.0747 2.2149 0.4739 -2.2359 -2.5237 -0.6509 0.4582 -3.3995 0.2864 0.0943 1.5439 -2.2146 0.3191 -1.5753 0.1807 -3.1083 -2.0038 -1.4965 -1.7488 0.5999 2.0150 -1.6369 -2.2182 -2.4977 -1.6450 1.1184 0.5740 2.0194 3.0833 -1.3931 -1.5552 -1.2613 -2.3074 0.1262 2.7229 -1.3719 -0.2156 -1.1003 0.5487 1.8290 0.8779 0.4918 1.2892 -1.2113 0.0026 2.3567 1.7234
2.0524 4.5840 -3.0203 -2.7958 0.1035 -0.3759 2.0509 3.2741 1.6869 2.5896 -0.7111 0.2377 0.6037 5.9613 0.1676 2.5620 -1.7098 -1.9102 2.3429 0.8308 -2.0051 -2.5243 -0.4324 0.5237 -3.2530 0.3447 0.0263 1.5496 -2.3349 0.1843 -1.9165 0.1504 -3.0789 -2.0317 -1.2054 -1.6691 0.7828 1.9856 -1.6817 -2.5444 -2.2614 -1.7485 1.3651 0.5173 2.0043 2.9702 -1.4549 -1.1983 -1.0401 -2.6939 0.0808 2.6061 -1.5257 -0.4040 -1.0065 0.6164 1.3447 1.0246 0.3701 1.2751 -1.7361 0.1770 2.3421 1.6749
2.1993 4.3327 -2.7978 -2.6921 0.4066 -0.4724 2.1398 3.0420 1.6146 2.3164 -0.6306 0.1284 -0.2349 5.4784 -0.0823 2.4852 -1.5451 -1.7008 2.4268 1.0085 -1.6958 -2.4445 -0.1975 0.5566 -3.0247 0.4699 -0.0508 1.3775 -2.3817 0.0492 -2.2710 0.0508 -2.9185 -1.9417 -0.8736 -1.5814 0.9522 1.8936 -1.5921 -2.6496 -1.9195 -1.7682 1.6119 0.3948 1.9898 2.7591 -1.4669 -0.8190 -0.7888 -2.9206 0.0573 2.3368 -1.5317 -0.5467 -0.9794 0.5678 0.7404 0.9626 0.2776 1.1214 -2.0209 0.3482 2.2925 1.5504
2.5185 4.2352 -2.3997 -2.4034 0.7373 -0.5153 2.2132 2.7060 1.5416 1.9268 -0.6166 0.1189 -1.1351 4.3534 -0.3101 2.2282 -1.2622 -1.4499 2.4656 0.9769 -1.3255 -2.2712 0.0492 0.5613 -2.7375 0.6374 -0.1205 1.0276 -2.3560 -0.0834 -2.6098 -0.1312 -2.6356 -1.7240 -0.5148 -1.4805 1.1027 1.7399 -1.3752 -2.5298 -1.4957 -1.6682 1.8461 0.2260 1.9660 2.4515 -1.4107 -0.4588 -0.5149 -2.9423 0.0511 1.9126 -1.3895 -0.6296 -1.0184 0.3980 0.0708 0.6430 0.2296 0.8157 -2.0618 0.5192 2.2060 1.3484
2.9958 4.2809 -1.8731 -1.9495 1.0795 -0.4995 2.2685 2.2816 1.4712 1.4499 -0.6621 0.2077 -1.9626 2.7012 -0.4998 1.8103 -0.8850 -1.1724 2.4621 0.7333 -0.9210 -2.0125 0.2995 0.5409 -2.4185 0.8207 -0.1634 0.5243 -2.2617 -0.2092 -2.9109 -0.3846 -2.2566 -1.3939 -0.1496 -1.3737 1.2280 1.5285 -1.0470 -2.2131 -1.0236 -1.4499 2.0565 0.0251 1.9243 2.0661 -1.2664 -0.1503 -0.2325 -2.7689 0.0561 1.3593 -1.1187 -0.6571 -1.1070 0.1184 -0.5874 0.0754 0.2331 0.3746 -1.8827 0.6860 2.0868 1.0867
3.5931 4.4422 -1.2791 -1.3885 1.4137 -0.4465 2.3051 1.7957 1.4039 0.9359 -0.7603 0.3552 -2.5565 0.7482 -0.6366 1.2822 -0.4530 -0.8925 2.4198 0.2972 -0.5165 -1.6961 0.5380 0.4964 -2.1009 0.9902 -0.1647 -0.0858 -2.1103 -0.3216 -3.1589 -0.6819 -1.8202 -0.9896 0.1959 -1.2759 1.3197 1.2676 -0.6355 -1.7409 -0.5454 -1.1481 2.2333 -0.1979 1.8602 1.6358 -1.0274 0.0877 0.0331 -2.4539 0.0654 0.7248 -0.7592 -0.6489 -1.2103 -0.2395 -1.1405 -0.6720 0.2814 -0.1532 -1.5083 0.8369 1.9417 0.7955
4.2509 4.6769 -0.6859 -0.8038 1.7163 -0.3851 2.3230 1.2844 1.3286 0.4457 -0.8980 0.4964 -2.7957 -1.2200 -0.7123 0.7132 -0.0112 -0.6361 2.3430 -0.2905 -0.1478 -1.3582 0.7464 0.4296 -1.8227 1.1116 -0.1218 -0.7389 -1.9279 -0.4153 -3.3412 -0.9937 -1.3710 -0.5597 0.4960 -1.1981 1.3703 0.9726 -0.1787 -1.1577 -0.1083 -0.8115 2.3678 -0.4303 1.7724 1.1997 -0.7107 0.2472 0.2512 -2.0755 0.0693 0.0710 -0.3661 -0.6201 -1.2790 -0.6276 -1.4988 -1.4891 0.3511 -0.7003 -0.9564 0.9584 1.7762 0.5076
4.8972 4.9348 -0.1574 -0.2810 1.9648 -0.3334 2.3225 0.7896 1.2235 0.0345 -1.0451 0.5692 -2.6481 -2.9339 -0.7270 0.1754 0.3996 -0.4234 2.2390 -0.9604 0.1542 -1.0314 0.9095 0.3464 -1.6162 1.1536 -0.0437 -1.3612 -1.7527 -0.4899 -3.4446 -1.2979 -0.9522 -0.1492 0.7334 -1.1420 1.3763 0.6671 0.2804 -0.5169 0.2439 -0.4830 2.4544 -0.6534 1.6623 0.7948 -0.3547 0.3259 0.3970 -1.7193 0.0569 -0.5353 0.0032 -0.5655 -1.2659 -0.9886 -1.6050 -2.2501 0.4116 -1.2027 -0.2540 1.0408 1.5940 0.2483
5.4608 5.1639 0.2586 0.1077 2.1456 -0.2947 2.3065 0.3521 1.0693 -0.2636 -1.1496 0.5361 -2.1676 -4.2077 -0.6805 -0.2710 0.7463 -0.2658 2.1204 -1.6123 0.3689 -0.7398 1.0209 0.2564 -1.4964 1.0967 0.0572 -1.8830 -1.6170 -0.5490 -3.4478 -1.5791 -0.6019 0.2056 0.9023 -1.1019 1.3421 0.3774 0.6960 0.1094 0.4816 -0.1948 2.4924 -0.8461 1.5358 0.4484 -0.0040 0.3199 0.4610 -1.4561 0.0220 -1.0363 0.3039 -0.4710 -1.1450 -1.2688 -1.4461 -2.8486 0.4421 -1.6154 0.5398 1.0813 1.3990 0.0290
5.8799 5.3131 0.5375 0.3097 2.2585 -0.2650 2.2837 0.0041 0.8670 -0.4433 -1.1508 0.3898 -1.4658 -4.9647 -0.5636 -0.5887 1.0046 -0.1673 2.0036 -2.1309 0.4893 -0.5010 1.0844 0.1711 -1.4556 0.9363 0.1743 -2.2550 -1.5296 -0.5953 -3.3173 -1.8225 -0.3478 0.4745 1.0069 -1.0727 1.2801 0.1247 1.0211 0.6331 0.5965 0.0235 2.4880 -0.9913 1.4060 0.1760 0.3075 0.2180 0.4541 -1.3183 -0.0305 -1.3960 0.5136 -0.3416 -0.9200 -1.4363 -1.0515 -3.2329 0.4475 -1.9140 1.3244 1.0831 1.1991 -0.1517
6.1061 5.3360 0.6740 0.2962 2.3138 -0.2429 2.2677 -0.2338 0.6445 -0.5236 -1.0065 0.1516 -0.6923 -5.2166 -0.3668 -0.7639 1.1603 -0.1266 1.9039 -2.4166 0.5211 -0.3285 1.1109 0.1009 -1.4670 0.6857 0.3059 -2.4597 -1.4764 -0.6303 -3.0224 -2.0113 -0.2045 0.6346 1.0570 -1.0535 1.2072 -0.0782 1.2184 0.9737 0.5989 0.1418 2.4541 -1.0793 1.2921 -0.0146 0.5619 0.0130 0.4048 -1.2964 -0.0882 -1.6035 0.6301 -0.2089 -0.6193 -1.4913 -0.4883 -3.4173 0.4560 -2.0871 1.9772 1.0533 1.0084 -0.3012
6.1116 5.2021 0.6760 0.0680 2.3230 -0.2320 2.2702 -0.3523 0.4462 -0.5294 -0.7219 -0.1320 -0.0208 -5.0205 -0.1027 -0.7995 1.2113 -0.1385 1.8320 -2.4201 0.4786 -0.2304 1.1127 0.0552 -1.4973 0.3803 0.4438 -2.5087 -1.4382 -0.6607 -2.5631 -2.1317 -0.1726 0.6776 1.0633 -1.0451 1.1386 -0.2257 1.2754 1.0894 0.5102 0.1400 2.4041 -1.1077 1.2130 -0.1169 0.7506 -0.2777 0.3478 -1.3596 -0.1438 -1.6642 0.6623 -0.1093 -0.2886 -1.4599 0.1407 -3.4536 0.4982 -2.1296 2.3938 1.0000 0.8476 -0.4217
5.9033 4.9151 0.5628 -0.3414 2.2923 -0.2345 2.2955 -0.3512 0.3143 -0.4758 -0.3582 -0.4030 0.3844 -4.4510 0.1843 -0.7091 1.1687 -0.1937 1.7926 -2.1631 0.3790 -0.2043 1.0990 0.0424 -1.5190 0.0767 0.5662 -2.4283 -1.4039 -0.6989 -1.9870 -2.1817 -0.2403 0.6153 1.0335 -1.0459 1.0837 -0.3149 1.2113 0.9918 0.3550 0.0225 2.3444 -1.0806 1.1796 -0.1232 0.8680 -0.6065 0.3094 -1.4792 -0.2029 -1.5907 0.6251 -0.0581 0.0156 -1.3774 0.7086 -3.3861 0.5854 -2.0425 2.5313 0.9308 0.7401 -0.5029
