Fp1 Fp2 F3 F4 C3 C4 P3 P4 O1 O2 F7 F8 T7 T8 P7 P8 Fz Cz Pz IO FC1 FC2 CP1 CP2 FC5 FC6 CP5 CP6 FT9 FT10 TP9 TP10 F1 F2 C1 C2 P1 P2 AF3 AF4 FC3 FC4 CP3 CP4 PO3 PO4 F5 F6 C5 C6 P5 P6 AF7 AF8 FT7 FT8 TP7 TP8 PO7 PO8 Fpz CPz POz Oz
-3.0619 -1.5232 -1.8502 -3.0870 -0.4169 -1.8651 2.1058 2.0645 2.8510 2.1360 -3.8295 -3.6114 -1.4495 -3.5540 1.1930 0.5171 -0.7401 -0.6132 2.6160 -2.9604 -0.2799 -2.1049 0.9768 0.5100 -1.6337 -3.4334 0.8270 -1.3011 -0.6747 -6.6375 -1.7577 -2.0643 -0.9039 -1.7456 0.0056 -0.6091 2.4067 1.9991 -1.9991 -1.6894 -1.1200 -2.8614 0.6922 -0.0169 4.6466 3.7554 -3.0410 -4.1631 -1.2949 -2.5587 2.1661 1.6445 -4.8041 -1.7957 -2.5722 -4.0685 -0.5814 -1.9294 2.1445 1.8939 -1.0247 1.3637 3.6424 1.4907
-2.8327 -1.4418 -1.7157 -3.1934 -0.4483 -1.8532 2.1920 2.2634 3.0179 2.4739 -3.9062 -3.9369 -2.0173 -3.7154 1.0027 0.5095 -1.0213 -0.8872 2.7770 -3.6551 -0.5249 -2.4048 0.9400 0.5423 -1.6785 -3.5970 0.7571 -1.2662 -0.6834 -7.0385 -1.9436 -2.1885 -1.0337 -2.0642 -0.1907 -0.6950 2.5433 2.1942 -1.8972 -1.5886 -1.1304 -2.9932 0.7916 0.1251 4.8353 4.0101 -3.2407 -4.1453 -1.1986 -2.4141 2.2203 1.8207 -4.7112 -2.1626 -2.6744 -4.2129 -0.8218 -2.1920 2.0701 2.1324 -1.1706 1.3690 3.8861 1.7863
-2.4185 -1.2692 -1.4852 -3.2349 -0.4456 -1.7989 2.2434 2.4168 3.0895 2.7332 -3.9297 -4.2166 -2.4355 -3.7189 0.8163 0.4820 -1.1976 -1.0766 2.9267 -4.5344 -0.7047 -2.6266 0.9338 0.5918 -1.7353 -3.7315 0.7095 -1.2470 -0.6270 -7.5708 -2.1506 -2.4061 -1.0696 -2.2987 -0.3332 -0.7136 2.6385 2.3472 -1.7639 -1.5011 -1.0868 -3.0589 0.9021 0.2586 4.9216 4.1864 -3.3882 -4.1462 -1.0656 -2.2826 2.2485 1.9590 -4.5157 -2.5713 -2.7778 -4.3338 -1.0428 -2.4257 1.9594 2.3054 -1.2412 1.4023 4.0333 1.9700
-1.8947 -1.0382 -1.1997 -3.2420 -0.4105 -1.7077 2.2554 2.5241 3.0475 2.8707 -3.8893 -4.4078 -2.6436 -3.4741 0.6582 0.4517 -1.2718 -1.1689 3.0570 -5.4755 -0.8162 -2.7576 0.9575 0.6635 -1.7787 -3.8090 0.6928 -1.2301 -0.5308 -8.1552 -2.3468 -2.6771 -1.0286 -2.4417 -0.4135 -0.6627 2.6862 2.4570 -1.6172 -1.4692 -1.0107 -3.0618 1.0130 0.3813 4.8962 4.2733 -3.4390 -4.1547 -0.9091 -2.2001 2.2470 2.0686 -4.2461 -2.9539 -2.8543 -4.4196 -1.1775 -2.5890 1.8323 2.3988 -1.2466 1.4614 4.0681 2.0007
-1.3625 -0.7904 -0.9084 -3.2221 -0.3472 -1.5770 2.2188 2.5911 2.8661 2.8544 -3.7775 -4.4677 -2.6468 -2.9471 0.5317 0.4339 -1.2527 -1.1606 3.1591 -6.3400 -0.8631 -2.7845 1.0038 0.7636 -1.7661 -3.7923 0.6999 -1.1896 -0.4252 -8.6298 -2.4940 -2.9586 -0.9348 -2.4844 -0.4282 -0.5416 2.6805 2.5269 -1.4573 -1.5050 -0.9233 -2.9951 1.1100 0.5003 4.7423 4.2668 -3.3834 -4.1416 -0.7403 -2.1803 2.2020 2.1598 -3.9346 -3.2305 -2.8771 -4.4388 -1.1898 -2.6513 1.6855 2.4097 -1.2146 1.5414 3.9776 1.8440
-0.9035 -0.5570 -0.6513 -3.1568 -0.2617 -1.3976 2.1200 2.6237 2.5096 2.6675 -3.5877 -4.3727 -2.4925 -2.2011 0.4151 0.4378 -1.1494 -1.0568 3.2227 -6.9980 -0.8527 -2.6954 1.0595 0.8960 -1.6531 -3.6549 0.7138 -1.0986 -0.3309 -8.8677 -2.5563 -3.2023 -0.8087 -2.4175 -0.3807 -0.3509 2.6125 2.5596 -1.2758 -1.5675 -0.8384 -2.8429 1.1763 0.6294 4.4374 4.1690 -3.2269 -4.0733 -0.5664 -2.2060 2.0929 2.2370 -3.6020 -3.3444 -2.8211 -4.3496 -1.0886 -2.5989 1.4881 2.3423 -1.1848 1.6340 3.7510 1.4791
-0.5497 -0.3450 -0.4495 -3.0114 -0.1647 -1.1604 1.9453 2.6261 1.9455 2.3203 -3.3159 -4.1273 -2.2432 -1.3771 0.2749 0.4631 -0.9691 -0.8707 3.2377 -7.3480 -0.7947 -2.4833 1.1083 1.0598 -1.4202 -3.3989 0.7166 -0.9401 -0.2495 -8.8525 -2.5163 -3.3554 -0.6645 -2.2349 -0.2838 -0.0943 2.4722 2.5552 -1.0728 -1.5833 -0.7619 -2.5873 1.1959 0.7821 3.9669 3.9886 -2.9712 -3.9229 -0.3943 -2.2387 1.9017 2.2988 -3.2508 -3.2822 -2.6681 -4.1230 -0.9271 -2.4357 1.1963 2.2044 -1.1894 1.7291 3.3871 0.9152
-0.2860 -0.1427 -0.3087 -2.7497 -0.0727 -0.8644 1.6922 2.6009 1.1731 1.8541 -2.9662 -3.7577 -1.9491 -0.6278 0.0889 0.5002 -0.7205 -0.6256 3.1988 -7.3297 -0.7038 -2.1508 1.1340 1.2470 -1.0879 -3.0517 0.6993 -0.7146 -0.1693 -8.6445 -2.3843 -3.3770 -0.5142 -1.9389 -0.1607 0.2168 2.2555 2.5139 -0.8675 -1.4959 -0.6965 -2.2178 1.1576 0.9634 3.3436 3.7410 -2.6211 -3.6762 -0.2345 -2.2358 1.6279 2.3416 -2.8727 -3.0667 -2.4156 -3.7588 -0.7812 -2.1813 0.7831 2.0087 -1.2333 1.8144 2.9037 0.2044
-0.0779 0.0642 -0.2307 -2.3512 -0.0049 -0.5227 1.3795 2.5484 0.2543 1.3241 -2.5541 -3.3002 -1.6244 -0.0636 -0.1334 0.5335 -0.4196 -0.3559 3.1080 -6.9358 -0.6017 -1.7181 1.1248 1.4411 -0.7024 -2.6446 0.6696 -0.4408 -0.0758 -8.2974 -2.1940 -3.2613 -0.3734 -1.5443 -0.0409 0.5582 1.9734 2.4375 -0.6908 -1.3046 -0.6475 -1.7406 1.0611 1.1645 2.6205 3.4442 -2.2050 -3.3352 -0.1002 -2.1616 1.3000 2.3611 -2.4638 -2.7391 -2.0813 -3.2821 -0.7150 -1.8701 0.2685 1.7700 -1.2909 1.8777 2.3429 -0.5660
0.1006 0.2752 -0.2180 -1.8292 0.0236 -0.1621 1.0476 2.4645 -0.6853 0.7707 -2.1046 -2.7913 -1.2508 0.2600 -0.3490 0.5497 -0.0935 -0.1029 2.9743 -6.2166 -0.5138 -1.2262 1.0756 1.6186 -0.3066 -2.1943 0.6507 -0.1515 0.0371 -7.8361 -1.9943 -3.0417 -0.2607 -1.0812 0.0487 0.8929 1.6539 2.3301 -0.5664 -1.0612 -0.6220 -1.1846 0.9196 1.3625 1.8840 3.1112 -1.7751 -2.9182 -0.0005 -1.9910 0.9738 2.3508 -2.0308 -2.3412 -1.6973 -2.7312 -0.7482 -1.5449 -0.2736 1.4977 -1.3220 1.9087 1.7630 -1.3042
0.2596 0.4730 -0.2682 -1.2361 0.0076 0.1807 0.7471 2.3434 -1.5002 0.2055 -1.6472 -2.2555 -0.8122 0.3339 -0.5024 0.5441 0.2231 0.0939 2.8097 -5.2688 -0.4611 -0.7321 0.9889 1.7528 0.0751 -1.7050 0.6681 0.1131 0.1620 -7.3032 -1.8437 -2.7708 -0.1902 -0.5932 0.0921 1.1789 1.3341 2.1965 -0.4959 -0.8304 -0.6244 -0.5983 0.7571 1.5264 1.2291 2.7486 -1.3818 -2.4566 0.0663 -1.7129 0.7149 2.3029 -1.5871 -1.8999 -1.2957 -2.1500 -0.8512 -1.2468 -0.7390 1.1941 -1.2881 1.9010 1.2211 -1.9453
0.3982 0.6397 -0.3645 -0.6449 -0.0481 0.4669 0.5201 2.1826 -2.0865 -0.3748 -1.2125 -1.6988 -0.3330 0.1961 -0.5539 0.5198 0.4981 0.2082 2.6244 -4.2176 -0.4528 -0.2928 0.8734 1.8194 0.4302 -1.1840 0.7312 0.3147 0.2846 -6.7818 -1.7940 -2.5002 -0.1642 -0.1278 0.0880 1.3800 1.0484 2.0399 -0.4598 -0.6492 -0.6515 -0.0376 0.5989 1.6255 0.7276 2.3622 -1.0446 -1.9831 0.1113 -1.3358 0.5742 2.2124 -1.1462 -1.4165 -0.8995 -1.5868 -0.9674 -1.0031 -1.0336 0.8609 -1.1555 1.8531 0.7553 -2.4625
0.5137 0.7721 -0.4716 -0.1194 -0.1316 0.6644 0.3859 1.9854 -2.4184 -0.9627 -0.8248 -1.1144 0.1169 -0.0684 -0.4968 0.4786 0.7124 0.2327 2.4236 -3.2020 -0.4831 0.0503 0.7388 1.8000 0.7464 -0.6495 0.8262 0.4274 0.3964 -6.3422 -1.8641 -2.2736 -0.1709 0.2761 0.0469 1.4748 0.8174 1.8596 -0.4304 -0.5156 -0.6904 0.4497 0.4629 1.6361 0.4076 1.9634 -0.7457 -1.5166 0.1493 -0.8923 0.5681 2.0784 -0.7197 -0.8692 -0.5224 -1.0837 -1.0468 -0.8232 -1.1101 0.5070 -0.8921 1.7665 0.3769 -2.8550
0.6083 0.8832 -0.5422 0.3077 -0.2251 0.7569 0.3383 1.7590 -2.5429 -1.5259 -0.4917 -0.5000 0.4519 -0.3519 -0.3547 0.4147 0.8652 0.1779 2.2084 -2.3543 -0.5334 0.2808 0.5931 1.6854 1.0111 -0.1271 0.9234 0.4449 0.5016 -5.9836 -2.0273 -2.1216 -0.1867 0.5981 -0.0147 1.4615 0.6434 1.6520 -0.3818 -0.4006 -0.7200 0.8341 0.3540 1.5468 0.2512 1.5684 -0.4470 -1.0577 0.1947 -0.4357 0.6762 1.9033 -0.3190 -0.2291 -0.1734 -0.6641 -1.0665 -0.7017 -0.9852 0.1509 -0.4720 1.6434 0.0734 -3.1317
0.6935 0.9938 -0.5330 0.6335 -0.3063 0.7456 0.3533 1.5117 -2.5473 -2.0155 -0.1964 0.1267 0.6200 -0.5680 -0.1655 0.3204 0.9724 0.0653 1.9788 -1.7603 -0.5764 0.4046 0.4424 1.4791 1.2173 0.3524 0.9957 0.3779 0.6161 -5.6598 -2.2254 -2.0550 -0.1836 0.8374 -0.0801 1.3541 0.5142 1.4136 -0.2931 -0.2628 -0.7162 1.1041 0.2669 1.3615 0.2066 1.1932 -0.1144 -0.6033 0.2584 -0.0257 0.8534 1.6929 0.0448 0.5121 0.1406 -0.3296 -1.0299 -0.6271 -0.7296 -0.1807 0.1024 1.4860 -0.1816 -3.3062
0.7835 1.1226 -0.4196 0.8705 -0.3534 0.6445 0.3991 1.2536 -2.5208 -2.3871 0.0917 0.7251 0.6397 -0.6712 0.0324 0.1970 1.0572 -0.0791 1.7360 -1.4187 -0.5824 0.4405 0.2934 1.1995 1.3690 0.7542 1.0314 0.2475 0.7589 -5.3594 -2.3984 -2.0616 -0.1364 1.0069 -0.1356 1.1756 0.4100 1.1466 -0.1502 -0.0583 -0.6585 1.2608 0.1926 1.0968 0.2081 0.8478 0.2644 -0.1628 0.3467 0.2891 1.0498 1.4593 0.3618 1.3159 0.4161 -0.0683 -0.9500 -0.5879 -0.4384 -0.4578 0.7787 1.2964 -0.4165 -3.3991
0.8820 1.2772 -0.2004 1.0381 -0.3528 0.4754 0.4442 0.9964 -2.5256 -2.6207 0.3926 1.2482 0.5868 -0.6362 0.2023 0.0602 1.1415 -0.2284 1.4830 -1.2389 -0.5294 0.4129 0.1549 0.8751 1.4812 1.0513 1.0331 0.0786 0.9398 -5.1374 -2.5145 -2.1097 -0.0285 1.1276 -0.1718 0.9535 0.3109 0.8604 0.0532 0.2433 -0.5365 1.3158 0.1227 0.7782 0.1947 0.5354 0.6751 0.2433 0.4593 0.4852 1.2227 1.2231 0.6230 2.0948 0.6530 0.1372 -0.8373 -0.5725 -0.1966 -0.6546 1.4553 1.0792 -0.6536 -3.4396
0.9766 1.4518 0.1078 1.1643 -0.3050 0.2648 0.4615 0.7526 -2.5879 -2.7298 0.6978 1.6659 0.5369 -0.4328 0.3078 -0.0652 1.2425 -0.3576 1.2250 -1.0930 -0.4087 0.3500 0.0344 0.5370 1.5753 1.2403 1.0048 -0.1032 1.1547 -5.0564 -2.5809 -2.1546 0.1481 1.2268 -0.1837 0.7183 0.2015 0.5696 0.3149 0.6368 -0.3526 1.2941 0.0510 0.4358 0.1238 0.2537 1.0825 0.6006 0.5889 0.5650 1.3392 1.0109 0.8207 2.7426 0.8524 0.3077 -0.7042 -0.5649 -0.0545 -0.7587 2.0141 0.8448 -0.9078 -3.4660
1.0480 1.6355 0.4778 1.2873 -0.2235 0.0407 0.4313 0.5349 -2.7070 -2.7558 0.9769 1.9743 0.5195 -0.0429 0.3199 -0.1554 1.3737 -0.4453 0.9695 -0.8872 -0.2246 0.2832 -0.0646 0.2137 1.6704 1.3432 0.9450 -0.2738 1.3936 -5.1129 -2.6292 -2.1552 0.3924 1.3349 -0.1691 0.5020 0.0749 0.2902 0.6257 1.0779 -0.1193 1.2356 -0.0280 0.1011 -0.0253 -0.0012 1.4454 0.9123 0.7203 0.5431 1.3757 0.8485 0.9500 3.1826 1.0155 0.4615 -0.5728 -0.5452 -0.0221 -0.7752 2.3675 0.6098 -1.1863 -3.5216
1.0826 1.8177 0.8790 1.4422 -0.1269 -0.1708 0.3424 0.3563 -2.8744 -2.7454 1.2003 2.1839 0.5400 0.4997 0.2308 -0.1989 1.5439 -0.4761 0.7271 -0.5981 0.0111 0.2430 -0.1425 -0.0695 1.7780 1.3932 0.8518 -0.4146 1.6486 -5.2442 -2.6835 -2.0961 0.6947 1.4770 -0.1270 0.3341 -0.0672 0.0372 0.9685 1.5096 0.1457 1.1855 -0.1191 -0.1961 -0.2556 -0.2292 1.7305 1.1892 0.8319 0.4348 1.3191 0.7521 1.0113 3.3952 1.1463 0.6042 -0.4722 -0.4987 -0.0836 -0.7222 2.4900 0.3965 -1.4892 -3.6428
1.0762 1.9886 1.2828 1.6408 -0.0314 -0.3479 0.1921 0.2296 -3.0901 -2.7283 1.3569 2.3012 0.6302 1.1002 0.0595 -0.1994 1.7535 -0.4416 0.5120 -0.2519 0.2825 0.2506 -0.2009 -0.2881 1.8983 1.4184 0.7338 -0.5134 1.9101 -5.4016 -2.7393 -1.9947 1.0353 1.6615 -0.0564 0.2375 -0.2169 -0.1734 1.3143 1.8956 0.4232 1.1776 -0.2235 -0.4303 -0.5611 -0.4232 1.9201 1.4321 0.8995 0.2588 1.1691 0.7250 1.0064 3.4104 1.2551 0.7236 -0.4226 -0.4270 -0.2217 -0.6221 2.4134 0.2284 -1.8080 -3.8426
1.0238 2.1411 1.6627 1.8612 0.0543 -0.4726 -0.0149 0.1664 -3.3690 -2.7156 1.4522 2.3249 0.8453 1.6424 -0.1568 -0.1692 1.9906 -0.3402 0.3403 0.1243 0.5698 0.3113 -0.2393 -0.4187 2.0209 1.4374 0.6105 -0.5627 2.1635 -5.5828 -2.7675 -1.8793 1.3858 1.8748 0.0425 0.2254 -0.3631 -0.3237 1.6237 2.2297 0.6934 1.2233 -0.3376 -0.5809 -0.9328 -0.5706 2.0130 1.6233 0.9043 0.0496 0.9366 0.7601 0.9338 3.2775 1.3520 0.7989 -0.4202 -0.3455 -0.4348 -0.4964 2.1925 0.1271 -2.1270 -4.1043
0.9089 2.2722 1.9919 2.0591 0.1279 -0.5306 -0.2665 0.1751 -3.7362 -2.7134 1.4944 2.2571 1.1936 2.0353 -0.3789 -0.1203 2.2320 -0.1744 0.2283 0.5300 0.8515 0.4153 -0.2541 -0.4440 2.1276 1.4632 0.5015 -0.5590 2.3916 -5.7784 -2.7337 -1.7579 1.7121 2.0863 0.1685 0.3004 -0.4944 -0.3966 1.8566 2.5149 0.9364 1.3112 -0.4534 -0.6330 -1.3598 -0.6590 2.0257 1.7361 0.8422 -0.1394 0.6393 0.8463 0.7917 3.0438 1.4339 0.8122 -0.4383 -0.2674 -0.7339 -0.3656 1.8669 0.1086 -2.4266 -4.3955
0.7102 2.3748 2.2422 2.1900 0.1918 -0.5130 -0.5445 0.2595 -4.2087 -2.7285 1.4824 2.1137 1.5932 2.2220 -0.5801 -0.0594 2.4478 0.0497 0.1887 0.9777 1.1065 0.5421 -0.2399 -0.3577 2.1986 1.5052 0.4147 -0.5033 2.5753 -5.9249 -2.6154 -1.6118 1.9781 2.2592 0.3200 0.4555 -0.6007 -0.3806 1.9815 2.7352 1.1332 1.4181 -0.5625 -0.5793 -1.8262 -0.6807 1.9879 1.7551 0.7271 -0.2521 0.2981 0.9740 0.5874 2.7460 1.4792 0.7529 -0.4448 -0.1930 -1.1254 -0.2452 1.4461 0.1815 -2.6865 -4.6834
0.4240 2.4309 2.3861 2.2273 0.2483 -0.4198 -0.8277 0.4179 -4.7708 -2.7572 1.4029 1.9184 1.9126 2.1612 -0.7512 0.0142 2.6055 0.3206 0.2274 1.4662 1.3154 0.6655 -0.1927 -0.1686 2.2154 1.5666 0.3471 -0.4017 2.6913 -5.9469 -2.4111 -1.4187 2.1483 2.3606 0.4936 0.6754 -0.6752 -0.2728 1.9794 2.8495 1.2674 1.5184 -0.6584 -0.4235 -2.3052 -0.6329 1.9247 1.6896 0.5836 -0.2514 -0.0643 1.1375 0.3424 2.4059 1.4576 0.6202 -0.4206 -0.1166 -1.5946 -0.1385 0.9257 0.3444 -2.8865 -4.9377
0.0805 2.4154 2.4004 2.1689 0.2965 -0.2613 -1.0933 0.6413 -5.3629 -2.7737 1.2388 1.6864 2.0493 1.8196 -0.8927 0.1043 2.6749 0.6196 0.3404 1.9675 1.4605 0.7595 -0.1114 0.1002 2.1593 1.6391 0.2914 -0.2652 2.7143 -5.8453 -2.1381 -1.1833 2.1934 2.3694 0.6834 0.9376 -0.7143 -0.0807 1.8412 2.8168 1.3262 1.5927 -0.7379 -0.1823 -2.7600 -0.5160 1.8332 1.5657 0.4358 -0.1294 -0.4227 1.3320 0.0858 2.0273 1.3458 0.4279 -0.3626 -0.0423 -2.1017 -0.0344 0.3164 0.5833 -3.0064 -5.1246
-0.2655 2.3071 2.2732 2.0331 0.3340 -0.0544 -1.3193 0.9097 -5.8938 -2.7395 0.9828 1.4187 1.9694 1.1990 -1.0043 0.2101 2.6362 0.9216 0.5131 2.4323 1.5297 0.8054 0.0024 0.4178 2.0129 1.7031 0.2436 -0.1076 2.6239 -5.7150 -1.8218 -0.9472 2.0970 2.2800 0.8810 1.2159 -0.7152 0.1781 1.5685 2.6292 1.3047 1.6323 -0.7983 0.1175 -3.1503 -0.3354 1.6798 1.4063 0.2998 0.0997 -0.7488 1.5472 -0.1576 1.6072 1.1387 0.2040 -0.2803 0.0098 -2.5890 0.0816 -0.3370 0.8733 -3.0309 -5.2088
-0.5617 2.1010 2.0128 1.8522 0.3625 0.1830 -1.4871 1.1915 -6.2711 -2.6282 0.6471 1.1140 1.6949 0.3797 -1.0803 0.3199 2.4860 1.2002 0.7216 2.7952 1.5215 0.7981 0.1459 0.7519 1.7727 1.7360 0.2048 0.0576 2.4159 -5.6605 -1.4871 -0.7702 1.8621 2.1031 1.0772 1.4844 -0.6760 0.4758 1.1776 2.3222 1.2105 1.6414 -0.8343 0.4453 -3.4424 -0.1062 1.4267 1.2204 0.1869 0.4089 -1.0140 1.7613 -0.3766 1.1586 0.8513 -0.0143 -0.1950 0.0128 -2.9974 0.2120 -0.9605 1.1823 -2.9575 -5.1669
-0.7778 1.8135 1.6513 1.6682 0.3918 0.4363 -1.5847 1.4482 -6.4341 -2.4471 0.2614 0.7863 1.2719 -0.4599 -1.1158 0.4146 2.2405 1.4335 0.9367 2.9762 1.4467 0.7477 0.3143 1.0731 1.4635 1.7260 0.1805 0.2194 2.1115 -5.6993 -1.1590 -0.6973 1.5127 1.8645 1.2633 1.7232 -0.5978 0.7761 0.7067 1.9543 1.0649 1.6371 -0.8383 0.7729 -3.6188 0.1428 1.0654 1.0097 0.1091 0.7620 -1.1965 1.9438 -0.5731 0.7256 0.5121 -0.1856 -0.1381 -0.0499 -3.2856 0.3408 -1.4785 1.4790 -2.8033 -5.0011
-0.9047 1.4749 1.2393 1.5256 0.4382 0.6963 -1.6095 1.6448 -6.3806 -2.2362 -0.1390 0.4713 0.7530 -1.0794 -1.1142 0.4798 1.9333 1.6090 1.1311 2.8970 1.3275 0.6765 0.4998 1.3584 1.1360 1.6791 0.1778 0.3720 1.7511 -5.7626 -0.8648 -0.7334 1.0913 1.6011 1.4337 1.9229 -0.4870 1.0418 0.2135 1.5753 0.8973 1.6431 -0.8030 1.0784 -3.6834 0.3737 0.6258 0.7837 0.0801 1.1112 -1.2868 2.0667 -0.7533 0.3742 0.1547 -0.2760 -0.1387 -0.1680 -3.4456 0.4413 -1.8421 1.7405 -2.6028 -4.7452
-0.9416 1.1196 0.8311 1.4599 0.5179 0.9564 -1.5670 1.7590 -6.1726 -2.0434 -0.5223 0.2186 0.1980 -1.2643 -1.0890 0.5153 1.6064 1.7257 1.2860 2.5189 1.1923 0.6116 0.6927 1.5918 0.8449 1.6162 0.2041 0.5135 1.3796 -5.7840 -0.6333 -0.8447 0.6502 1.3513 1.5877 2.0857 -0.3539 1.2448 -0.2428 1.2123 0.7368 1.6793 -0.7234 1.3475 -3.6599 0.5512 0.1573 0.5679 0.1087 1.3996 -1.2909 2.1153 -0.9187 0.1654 -0.1894 -0.2753 -0.2064 -0.3017 -3.5042 0.4941 -2.0346 1.9565 -2.3974 -4.4560
-0.8961 0.7812 0.4678 1.4833 0.6396 1.2082 -1.4667 1.7845 -5.9083 -1.8937 -0.8627 0.0757 -0.3244 -0.9184 -1.0586 0.5336 1.2971 1.7916 1.3942 1.8822 1.0672 0.5733 0.8839 1.7640 0.6258 1.5618 0.2645 0.6399 1.0332 -5.7600 -0.4857 -0.9802 0.2387 1.1426 1.7278 2.2178 -0.2104 1.3707 -0.6236 0.8750 0.6049 1.7513 -0.5996 1.5702 -3.5802 0.6551 -0.2976 0.4002 0.1921 1.5736 -1.2256 2.0906 -1.0632 0.1281 -0.4929 -0.2014 -0.3256 -0.3952 -3.5080 0.5002 -2.0550 2.1265 -2.2205 -4.1886
-0.7968 0.4848 0.1666 1.5769 0.8013 1.4385 -1.3189 1.7281 -5.6727 -1.7810 -1.1392 0.0700 -0.7518 -0.1018 -1.0399 0.5499 1.0267 1.8181 1.4584 1.1160 0.9684 0.5676 1.0682 1.8709 0.4880 1.5334 0.3604 0.7420 0.7316 -5.7144 -0.4243 -1.0918 -0.1101 0.9802 1.8559 2.3224 -0.0665 1.4163 -0.9215 0.5651 0.5123 1.8495 -0.4365 1.7383 -3.4698 0.6814 -0.7150 0.3150 0.3181 1.6048 -1.1124 2.0011 -1.1787 0.2458 -0.7340 -0.0856 -0.4639 -0.4021 -3.4984 0.4764 -1.9059 2.2543 -2.0883 -3.9749
-0.6928 0.2354 -0.0809 1.6966 0.9931 1.6296 -1.1316 1.6031 -5.4959 -1.6851 -1.3360 0.1975 -1.0518 0.9993 -1.0443 0.5692 0.7970 1.8162 1.4861 0.4016 0.9015 0.5858 1.2453 1.9131 0.4224 1.5349 0.4885 0.8084 0.4741 -5.6398 -0.4266 -1.1469 -0.3853 0.8478 1.9709 2.3979 0.0708 1.3846 -1.1519 0.2811 0.4607 1.9540 -0.2424 1.8432 -3.3360 0.6364 -1.0848 0.3240 0.4745 1.5036 -0.9701 1.8508 -1.2640 0.4671 -0.8960 0.0429 -0.5893 -0.3095 -3.4944 0.4388 -1.5997 2.3456 -1.9993 -3.8152
-0.6312 0.0214 -0.2980 1.7888 1.2028 1.7618 -0.9102 1.4241 -5.3484 -1.5868 -1.4451 0.4209 -1.2322 2.1474 -1.0766 0.5809 0.5990 1.7958 1.4861 -0.1036 0.8657 0.6118 1.4179 1.8966 0.4103 1.5533 0.6403 0.8288 0.2467 -5.5110 -0.4600 -1.1379 -0.5943 0.7208 2.0725 2.4419 0.1997 1.2837 -1.3366 0.0292 0.4474 2.0416 -0.0258 1.8769 -3.1670 0.5328 -1.4007 0.4058 0.6532 1.3101 -0.8122 1.6362 -1.3263 0.7304 -0.9717 0.1635 -0.6885 -0.1478 -3.4907 0.3923 -1.1721 2.4074 -1.9376 -3.6812
-0.6279 -0.1679 -0.5051 1.8099 1.4200 1.8188 -0.6599 1.2033 -5.1774 -1.4657 -1.4680 0.6766 -1.3294 3.1294 -1.1388 0.5625 0.4261 1.7674 1.4660 -0.3410 0.8596 0.6305 1.5888 1.8313 0.4313 1.5650 0.8022 0.7964 0.0388 -5.3448 -0.5116 -1.0844 -0.7490 0.5834 2.1648 2.4542 0.3229 1.1281 -1.4899 -0.1681 0.4675 2.0901 0.2068 1.8331 -2.9441 0.3894 -1.6511 0.5150 0.8454 1.0739 -0.6476 1.3531 -1.3727 0.9868 -0.9675 0.2636 -0.7776 0.0250 -3.4726 0.3371 -0.6878 2.4494 -1.8816 -3.5277
-0.6544 -0.3267 -0.7048 1.7354 1.6369 1.7912 -0.3887 0.9507 -4.9521 -1.2939 -1.4139 0.8947 -1.3860 3.7987 -1.2362 0.4876 0.2818 1.7419 1.4312 -0.3781 0.8840 0.6311 1.7597 1.7283 0.4727 1.5492 0.9580 0.7070 -0.1442 -5.2081 -0.6061 -1.0186 -0.8556 0.4374 2.2566 2.4376 0.4458 0.9376 -1.6114 -0.2820 0.5166 2.0813 0.4503 1.7099 -2.6585 0.2307 -1.8184 0.6083 1.0363 0.8387 -0.4835 1.0055 -1.3971 1.2099 -0.9009 0.3371 -0.8936 0.1546 -3.4333 0.2782 -0.2251 2.4832 -1.8114 -3.3090
-0.6506 -0.4323 -0.8811 1.5575 1.8494 1.6792 -0.1073 0.6749 -4.6820 -1.0419 -1.2971 1.0297 -1.4317 4.0820 -1.3784 0.3355 0.1749 1.7301 1.3854 -0.3620 0.9412 0.6063 1.9317 1.5977 0.5342 1.4974 1.0938 0.5592 -0.2810 -5.1456 -0.7856 -0.9620 -0.9126 0.2947 2.3578 2.3952 0.5743 0.7335 -1.6901 -0.3022 0.5904 2.0027 0.6996 1.5114 -2.3188 0.0819 -1.8896 0.6669 1.2097 0.6384 -0.3275 0.6076 -1.3791 1.3978 -0.7930 0.3794 -1.0673 0.2139 -3.3846 0.2291 0.1554 2.5189 -1.7143 -2.9959
-0.5626 -0.4598 -1.0135 1.2778 2.0566 1.4909 0.1744 0.3843 -4.3988 -0.6976 -1.1346 1.0828 -1.4713 3.9718 -1.5748 0.1026 0.1087 1.7399 1.3315 -0.4189 1.0301 0.5500 2.1047 1.4474 0.6256 1.4087 1.1994 0.3564 -0.3476 -5.1146 -1.0647 -0.9127 -0.9189 0.1644 2.4755 2.3303 0.7111 0.5331 -1.7178 -0.2465 0.6830 1.8482 0.9481 1.2492 -1.9454 -0.0386 -1.8682 0.6968 1.3572 0.4934 -0.1888 0.1805 -1.2968 1.5652 -0.6640 0.3851 -1.2945 0.2048 -3.3518 0.2066 0.4331 2.5632 -1.5856 -2.5883
