Fp1 Fp2 F3 F4 C3 C4 P3 P4 O1 O2 F7 F8 T7 T8 P7 P8 Fz Cz Pz IO FC1 FC2 CP1 CP2 FC5 FC6 CP5 CP6 FT9 FT10 TP9 TP10 F1 F2 C1 C2 P1 P2 AF3 AF4 FC3 FC4 CP3 CP4 PO3 PO4 F5 F6 C5 C6 P5 P6 AF7 AF8 FT7 FT8 TP7 TP8 PO7 PO8 Fpz CPz POz Oz
-3.6530 -4.8496 -7.2758 -9.5143 -8.8656 -9.6080 9.7683 4.8226 18.7261 12.8852 -6.8337 -7.6205 -2.1217 -4.2186 9.6869 3.5850 -8.2539 -10.0602 5.4078 -14.3389 -10.3716 -12.2960 -4.1992 -5.3013 -7.3360 -9.7553 0.7675 -3.7309 -5.4921 -13.0153 2.1986 -2.9282 -8.1318 -9.6815 -9.5852 -9.4207 7.3164 3.8772 -6.5773 -6.8347 -9.5977 -10.8764 -2.4473 -4.2703 21.0570 13.9190 -8.2871 -8.3889 -5.8131 -7.9947 9.7175 6.2369 -5.3571 -5.0173 -6.5905 -9.3880 1.2221 -3.1914 16.2995 11.0639 -3.7929 -4.0888 14.6217 12.2638
-3.6802 -4.9750 -7.4726 -9.5927 -8.8880 -9.4834 9.8219 4.9455 18.6116 12.7632 -6.8107 -7.4447 -2.2030 -4.3179 9.3259 3.5343 -8.3909 -9.8339 5.7924 -14.5559 -10.4168 -12.2188 -3.9678 -5.0015 -7.3781 -9.5546 0.6186 -3.6908 -5.7054 -13.4052 1.4720 -3.0098 -8.3176 -9.7004 -9.4778 -9.2004 7.5693 4.1830 -6.7030 -6.6580 -9.7479 -10.8471 -2.4063 -4.1153 21.0093 13.9527 -8.1829 -8.2976 -5.8617 -8.0400 9.5871 6.2746 -5.4844 -4.9033 -6.5334 -9.3230 0.9467 -3.2350 16.0743 10.9331 -3.6343 -3.7073 14.7722 12.2270
-3.8267 -5.1418 -7.7136 -9.6313 -8.9231 -9.3246 9.8629 5.0881 18.5588 12.7644 -6.8465 -7.3415 -2.3978 -4.6282 8.9285 3.5235 -8.5532 -9.6399 6.1366 -14.5770 -10.5176 -12.1618 -3.7649 -4.7175 -7.3909 -9.3458 0.4324 -3.6168 -5.9339 -13.7176 0.7377 -3.0877 -8.5627 -9.7124 -9.4039 -8.9838 7.8139 4.4846 -6.8341 -6.6062 -9.9285 -10.8099 -2.3881 -3.9188 20.9639 14.0271 -8.0832 -8.2936 -5.8941 -8.0105 9.4389 6.3542 -5.6622 -4.9039 -6.5061 -9.2079 0.6479 -3.2914 15.8552 10.8698 -3.6661 -3.3518 14.9320 12.3101
-4.0731 -5.3356 -7.9676 -9.6160 -8.9606 -9.1462 9.8818 5.2413 18.5177 12.8699 -6.9169 -7.2994 -2.7458 -5.0037 8.4959 3.5709 -8.7143 -9.4792 6.4188 -14.4140 -10.6557 -12.1228 -3.5988 -4.4698 -7.3660 -9.1403 0.2213 -3.5129 -6.1496 -13.8881 0.0530 -3.1707 -8.8419 -9.7125 -9.3609 -8.7871 8.0301 4.7647 -6.9483 -6.6489 -10.1132 -10.7667 -2.3932 -3.6948 20.8989 14.1291 -7.9926 -8.3470 -5.8902 -7.9092 9.2678 6.4702 -5.8616 -4.9963 -6.5189 -9.0320 0.3490 -3.3366 15.6132 10.8795 -3.8571 -3.0361 15.0772 12.4599
-4.3775 -5.5329 -8.1883 -9.5317 -8.9873 -8.9681 9.8658 5.3964 18.4057 13.0358 -6.9791 -7.3081 -3.1931 -5.3072 8.0301 3.6918 -8.8382 -9.3443 6.6224 -14.0829 -10.7962 -12.0887 -3.4724 -4.2693 -7.2941 -8.9569 0.0020 -3.3803 -6.3232 -13.9456 -0.5418 -3.2423 -9.1094 -9.6825 -9.3379 -8.6221 8.1940 5.0078 -7.0267 -6.7319 -10.2656 -10.7188 -2.4207 -3.4598 20.7800 14.2407 -7.9205 -8.4064 -5.8446 -7.7563 9.0642 6.6175 -6.0362 -5.1455 -6.5545 -8.8043 0.0802 -3.3362 15.3046 10.9590 -4.1497 -2.7708 15.1744 12.5934
-4.6824 -5.7001 -8.3284 -9.3658 -8.9915 -8.8100 9.8083 5.5416 18.1514 13.2034 -6.9922 -7.3562 -3.5926 -5.5307 7.5491 3.8831 -8.8925 -9.2233 6.7375 -13.6021 -10.9002 -12.0399 -3.3821 -4.1178 -7.1693 -8.8143 -0.1977 -3.2248 -6.4224 -13.9530 -1.0263 -3.2756 -9.3124 -9.5988 -9.3196 -8.4930 8.2868 5.2005 -7.0687 -6.8001 -10.3514 -10.6614 -2.4644 -3.2315 20.5823 14.3409 -7.8819 -8.4253 -5.7709 -7.5788 8.8275 6.7863 -6.1402 -5.3109 -6.5713 -8.5486 -0.1294 -3.2688 14.9024 11.0930 -4.4817 -2.5622 15.1921 12.6278
-4.9358 -5.8071 -8.3572 -9.1164 -8.9656 -8.6845 9.7131 5.6607 17.7304 13.3172 -6.9373 -7.4291 -3.7854 -5.7973 7.0888 4.1171 -8.8601 -9.1055 6.7617 -13.0075 -10.9394 -11.9584 -3.3208 -4.0124 -6.9994 -8.7172 -0.3444 -3.0617 -6.4206 -13.9230 -1.3961 -3.2571 -9.4122 -9.4451 -9.2897 -8.3971 8.3000 5.3318 -7.0920 -6.8101 -10.3504 -10.5844 -2.5127 -3.0267 20.3052 14.4075 -7.8829 -8.3852 -5.6925 -7.3849 8.5733 6.9584 -6.1528 -5.4543 -6.5311 -8.2955 -0.2555 -3.1439 14.4145 11.2549 -4.8000 -2.4128 15.1105 12.5120
-5.1052 -5.8404 -8.2705 -8.7961 -8.9083 -8.5946 9.5918 5.7373 17.1693 13.3435 -6.8240 -7.5111 -3.6975 -6.2400 6.6888 4.3531 -8.7435 -8.9851 6.7009 -12.3656 -10.9031 -11.8357 -3.2817 -3.9483 -6.8104 -8.6522 -0.4143 -2.9123 -6.3089 -13.8219 -1.6531 -3.1959 -9.3976 -9.2223 -9.2364 -8.3273 8.2360 5.3926 -7.1177 -6.7342 -10.2645 -10.4791 -2.5525 -2.8594 19.9702 14.4224 -7.9043 -8.2991 -5.6302 -7.1514 8.3261 7.1101 -6.0875 -5.5479 -6.4225 -8.0745 -0.2858 -2.9984 13.8746 11.4115 -5.0637 -2.3225 14.9275 12.2464
-5.1750 -5.8016 -8.0911 -8.4284 -8.8228 -8.5351 9.4577 5.7611 16.5252 13.2763 -6.6835 -7.5929 -3.3728 -6.8689 6.3749 4.5536 -8.5605 -8.8616 6.5674 -11.7722 -10.7975 -11.6755 -3.2590 -3.9201 -6.6399 -8.6000 -0.4056 -2.7973 -6.0968 -13.6516 -1.7973 -3.1155 -9.2849 -8.9495 -9.1558 -8.2751 8.1045 5.3789 -7.1519 -6.5619 -10.1134 -10.3432 -2.5748 -2.7400 19.6084 14.3755 -7.9094 -8.1937 -5.5921 -6.8456 8.1090 7.2198 -5.9807 -5.5823 -6.2604 -7.9056 -0.2290 -2.8747 13.3209 11.5303 -5.2464 -2.2880 14.6564 11.8757
-5.1339 -5.6986 -7.8583 -8.0412 -8.7126 -8.4959 9.3236 5.7314 15.8597 13.1245 -6.5541 -7.6747 -2.9302 -7.5341 6.1567 4.6961 -8.3335 -8.7356 6.3773 -11.3378 -10.6369 -11.4899 -3.2456 -3.9209 -6.5197 -8.5500 -0.3340 -2.7287 -5.8061 -13.4920 -1.8274 -3.0388 -9.1039 -8.6550 -9.0498 -8.2303 7.9203 5.2943 -7.1778 -6.2997 -9.9227 -10.1807 -2.5746 -2.6717 19.2469 14.2665 -7.8709 -8.0884 -5.5698 -6.4670 7.9387 7.2756 -5.8709 -5.5703 -6.0700 -7.7968 -0.1147 -2.7977 12.7867 11.5873 -5.3385 -2.3013 14.3183 11.4522
-4.9744 -5.5392 -7.6129 -7.6641 -8.5776 -8.4644 9.2031 5.6570 15.2189 12.8922 -6.4665 -7.7594 -2.4975 -8.0021 6.0371 4.7769 -8.0819 -8.6050 6.1480 -11.1630 -10.4342 -11.2924 -3.2309 -3.9414 -6.4607 -8.5044 -0.2192 -2.7040 -5.4629 -13.4418 -1.7468 -2.9808 -8.8830 -8.3674 -8.9222 -8.1814 7.7018 5.1529 -7.1638 -5.9695 -9.7115 -9.9996 -2.5482 -2.6486 18.9045 14.1013 -7.7848 -7.9906 -5.5417 -6.0714 7.8280 7.2794 -5.7831 -5.5389 -5.8768 -7.7498 0.0151 -2.7639 12.3058 11.5715 -5.3439 -2.3480 13.9341 10.9992
-4.7117 -5.3343 -7.3862 -7.3295 -8.4148 -8.4264 9.1104 5.5552 14.6265 12.5774 -6.4333 -7.8407 -2.1720 -8.0829 6.0160 4.8112 -7.8213 -8.4647 5.8979 -11.3098 -10.1988 -11.0933 -3.2020 -3.9681 -6.4506 -8.4707 -0.0764 -2.7050 -5.0967 -13.5319 -1.5715 -2.9449 -8.6421 -8.1099 -8.7755 -8.1164 7.4700 4.9775 -7.0828 -5.6063 -9.4892 -9.8090 -2.4922 -2.6556 18.5920 13.8914 -7.6622 -7.9044 -5.4838 -5.7572 7.7849 7.2472 -5.7229 -5.5072 -5.7078 -7.7657 0.1198 -2.7487 11.9133 11.4885 -5.2720 -2.4083 13.5236 10.5119
-4.3968 -5.1102 -7.1992 -7.0684 -8.2267 -8.3670 9.0557 5.4514 14.0870 12.1939 -6.4501 -7.8974 -2.0089 -7.7200 6.0820 4.8289 -7.5699 -8.3114 5.6476 -11.7800 -9.9407 -10.8999 -3.1499 -3.9833 -6.4655 -8.4501 0.0796 -2.7032 -4.7470 -13.7177 -1.3341 -2.9206 -8.3960 -7.8995 -8.6129 -8.0256 7.2450 4.7957 -6.9311 -5.2553 -9.2636 -9.6174 -2.4068 -2.6716 18.3159 13.6576 -7.5242 -7.8385 -5.3838 -5.6199 7.8078 7.2062 -5.6814 -5.4731 -5.5912 -7.8438 0.1702 -2.7225 11.6324 11.3613 -5.1352 -2.4606 13.1093 9.9905
-4.1027 -4.9111 -7.0667 -6.9034 -8.0272 -8.2721 9.0402 5.3759 13.5994 11.7852 -6.5053 -7.9024 -2.0180 -6.9862 6.2087 4.8639 -7.3531 -8.1479 5.4168 -12.5109 -9.6773 -10.7201 -3.0749 -3.9699 -6.4842 -8.4324 0.2306 -2.6680 -4.4631 -13.9539 -1.0736 -2.8831 -8.1610 -7.7500 -8.4437 -7.9032 7.0430 4.6335 -6.7368 -4.9668 -9.0490 -9.4326 -2.2998 -2.6730 18.0803 13.4301 -7.4110 -7.8044 -5.2493 -5.7042 7.8856 7.1881 -5.6460 -5.4224 -5.5485 -7.9731 0.1548 -2.6609 11.4613 11.2266 -4.9565 -2.4885 12.7178 9.4648
-3.8923 -4.7804 -6.9987 -6.8461 -7.8399 -8.1329 9.0578 5.3535 13.1759 11.4065 -6.5914 -7.8399 -2.1637 -6.0097 6.3641 4.9396 -7.2008 -7.9848 5.2199 -13.3920 -9.4342 -10.5654 -2.9881 -3.9162 -6.4944 -8.4016 0.3585 -2.5755 -4.2873 -14.2387 -0.8158 -2.8049 -7.9574 -7.6743 -8.2854 -7.7501 6.8744 4.5092 -6.5511 -4.7859 -8.8664 -9.2639 -2.1838 -2.6405 17.8908 13.2389 -7.3803 -7.8089 -5.1036 -5.9815 8.0057 7.2184 -5.6139 -5.3503 -5.5838 -8.1281 0.0821 -2.5453 11.3820 11.1194 -4.7737 -2.4864 12.3747 8.9822
-3.7971 -4.7420 -6.9979 -6.8971 -7.6887 -7.9514 9.1014 5.3944 12.8497 11.0872 -6.7056 -7.7189 -2.3796 -4.9081 6.5255 5.0626 -7.1382 -7.8360 5.0631 -14.3006 -9.2394 -10.4507 -2.9062 -3.8207 -6.4914 -8.3494 0.4550 -2.4163 -4.2382 -14.5692 -0.5647 -2.6790 -7.8070 -7.6841 -8.1593 -7.5752 6.7444 4.4300 -6.4256 -4.7419 -8.7346 -9.1239 -2.0700 -2.5657 17.7570 13.0995 -7.4754 -7.8475 -4.9710 -6.3682 8.1625 7.3070 -5.5933 -5.2708 -5.6832 -8.2727 -0.0208 -2.3623 11.3774 11.0538 -4.6294 -2.4597 12.0973 8.5766
-3.8169 -4.7981 -7.0590 -7.0494 -7.5902 -7.7419 9.1687 5.4928 12.6582 10.8169 -6.8407 -7.5712 -2.6031 -3.7781 6.6821 5.2298 -7.1773 -7.7131 4.9465 -15.1369 -9.1139 -10.3887 -2.8431 -3.6905 -6.4769 -8.2846 0.5229 -2.1979 -4.3119 -14.8805 -0.3193 -2.5298 -7.7271 -7.7837 -8.0813 -7.3939 6.6557 4.3923 -6.3916 -4.8383 -8.6620 -9.0265 -1.9639 -2.4530 17.6876 13.0099 -7.6932 -7.9021 -4.8629 -6.7725 8.3566 7.4501 -5.5922 -5.2096 -5.8264 -8.3705 -0.1177 -2.1059 11.4391 11.0203 -4.5549 -2.4192 11.8901 8.2526
-3.9371 -4.9406 -7.1721 -7.2909 -7.5506 -7.5256 9.2602 5.6372 12.6112 10.5737 -6.9798 -7.4380 -2.8117 -2.7211 6.8244 5.4418 -7.3152 -7.6221 4.8686 -15.8315 -9.0677 -10.3855 -2.8044 -3.5374 -6.4585 -8.2281 0.5679 -1.9395 -4.4969 -15.0740 -0.1031 -2.3985 -7.7274 -7.9665 -8.0548 -7.2219 6.6101 4.3898 -6.4556 -5.0538 -8.6464 -8.9836 -1.8671 -2.3125 17.6825 12.9643 -7.9882 -7.9487 -4.7749 -7.1315 8.5854 7.6410 -5.6114 -5.1875 -5.9978 -8.3969 -0.1830 -1.7793 11.5579 11.0060 -4.5656 -2.3728 11.7477 7.9992
-4.1494 -5.1614 -7.3288 -7.6056 -7.5678 -7.3213 9.3753 5.8217 12.6787 10.3628 -7.1053 -7.3554 -3.0251 -1.8562 6.9347 5.7055 -7.5396 -7.5641 4.8302 -16.3296 -9.1013 -10.4384 -2.7877 -3.3714 -6.4500 -8.1962 0.5919 -1.6619 -4.7851 -15.1129 0.0227 -2.3129 -7.8094 -8.2172 -8.0713 -7.0696 6.6090 4.4211 -6.6126 -5.3550 -8.6809 -8.9996 -1.7816 -2.1508 17.7302 12.9683 -8.3103 -7.9743 -4.6979 -7.4146 8.8371 7.8796 -5.6484 -5.2089 -6.1888 -8.3469 -0.2182 -1.3961 11.7136 11.0178 -4.6735 -2.3235 11.6640 7.8175
-4.4566 -5.4542 -7.5235 -7.9729 -7.6352 -7.1388 9.5101 6.0464 12.8126 10.2198 -7.2110 -7.3472 -3.2656 -1.2993 6.9931 6.0218 -7.8329 -7.5377 4.8340 -16.5852 -9.2082 -10.5376 -2.7866 -3.1986 -6.4687 -8.1894 0.5952 -1.3800 -5.1700 -15.0706 -0.0172 -2.2664 -7.9682 -8.5162 -8.1167 -6.9424 6.6522 4.4907 -6.8583 -5.7130 -8.7602 -9.0701 -1.7115 -1.9698 17.8151 13.0375 -8.6355 -7.9878 -4.6319 -7.6044 9.0939 8.1687 -5.7054 -5.2629 -6.3923 -8.2374 -0.2436 -0.9805 11.8793 11.0782 -4.8949 -2.2713 11.6371 7.7323
-4.8589 -5.8072 -7.7507 -8.3649 -7.7430 -6.9810 9.6611 6.3089 12.9734 10.1735 -7.3045 -7.4244 -3.5173 -1.1246 6.9926 6.3745 -8.1753 -7.5404 4.8819 -16.5862 -9.3771 -10.6693 -2.7942 -3.0233 -6.5288 -8.1962 0.5857 -1.1047 -5.6327 -15.0689 -0.2644 -2.2214 -8.1937 -8.8425 -8.1783 -6.8438 6.7366 4.6006 -7.1862 -6.1070 -8.8806 -9.1825 -1.6601 -1.7730 17.9263 13.1793 -8.9596 -8.0139 -4.5899 -7.6852 9.3427 8.5022 -5.7894 -5.3361 -6.5977 -8.1012 -0.2699 -0.5671 12.0338 11.1986 -5.2388 -2.2171 11.6655 7.7681
-5.3415 -6.1970 -8.0029 -8.7479 -7.8791 -6.8492 9.8291 6.5980 13.1318 10.2181 -7.3988 -7.5867 -3.7279 -1.3366 6.9491 6.7345 -8.5456 -7.5691 4.9728 -16.3860 -9.5935 -10.8201 -2.8043 -2.8508 -6.6365 -8.2051 0.5805 -0.8480 -6.1325 -15.1775 -0.6910 -2.1354 -8.4728 -9.1755 -8.2477 -6.7777 6.8555 4.7453 -7.5783 -6.5153 -9.0389 -9.3201 -1.6276 -1.5699 18.0574 13.3806 -9.2721 -8.0757 -4.5901 -7.6466 9.5819 8.8608 -5.9080 -5.4246 -6.7920 -7.9754 -0.2854 -0.1971 12.1681 11.3657 -5.6912 -2.1628 11.7391 7.9145
-5.8743 -6.5979 -8.2738 -9.0886 -8.0324 -6.7468 10.0178 6.8982 13.2585 10.3267 -7.5114 -7.8232 -3.8524 -1.8657 6.8938 7.0779 -8.9280 -7.6219 5.1039 -16.1060 -9.8460 -10.9809 -2.8141 -2.6886 -6.7924 -8.2117 0.5968 -0.6217 -6.6198 -15.3859 -1.2079 -1.9904 -8.7951 -9.4995 -8.3210 -6.7489 7.0001 4.9154 -8.0019 -6.9116 -9.2339 -9.4686 -1.6103 -1.3736 18.2013 13.6167 -9.5473 -8.1839 -4.6431 -7.4938 9.8176 9.2225 -6.0704 -5.5389 -6.9626 -7.8898 -0.2705 0.0938 12.2795 11.5586 -6.2134 -2.1108 11.8404 8.1202
-6.4223 -6.9943 -8.5634 -9.3652 -8.1941 -6.6806 10.2306 7.1969 13.3313 10.4806 -7.6656 -8.1144 -3.8936 -2.5836 6.8602 7.3956 -9.3172 -7.7014 5.2699 -15.8942 -10.1305 -11.1526 -2.8242 -2.5465 -6.9972 -8.2191 0.6421 -0.4361 -7.0611 -15.6626 -1.7056 -1.8031 -9.1564 -9.8092 -8.3991 -6.7628 7.1624 5.1026 -8.4179 -7.2741 -9.4668 -9.6219 -1.6022 -1.1965 18.3528 13.8674 -9.7604 -8.3391 -4.7437 -7.2557 10.0592 9.5730 -6.2897 -5.6966 -7.0997 -7.8647 -0.2173 0.2876 12.3696 11.7698 -6.7552 -2.0648 11.9570 8.3282
-6.9509 -7.3817 -8.8767 -9.5769 -8.3558 -6.6628 10.4712 7.4835 13.3578 10.6719 -7.8815 -8.4343 -3.9037 -3.3341 6.8820 7.6854 -9.7185 -7.8163 5.4625 -15.8614 -10.4480 -11.3464 -2.8368 -2.4376 -7.2505 -8.2407 0.7172 -0.3013 -7.4507 -15.9995 -2.0886 -1.6173 -9.5562 -10.1108 -8.4860 -6.8263 7.3401 5.2992 -8.7914 -7.5989 -9.7371 -9.7851 -1.5934 -1.0525 18.5171 14.1206 -9.9051 -8.5377 -4.8694 -6.9880 10.3200 9.9052 -6.5802 -5.9095 -7.1948 -7.9144 -0.1273 0.3848 12.4559 12.0013 -7.2710 -2.0306 12.0916 8.5134
-7.4230 -7.7587 -9.2149 -9.7443 -8.5058 -6.7101 10.7458 7.7444 13.3829 10.8871 -8.1568 -8.7550 -3.9501 -3.9793 6.9915 7.9385 -10.1384 -7.9775 5.6687 -16.0462 -10.7948 -11.5766 -2.8517 -2.3783 -7.5422 -8.3020 0.8241 -0.2294 -7.8012 -16.3772 -2.2935 -1.4831 -9.9887 -10.4151 -8.5849 -6.9468 7.5365 5.4938 -9.0991 -7.9046 -10.0343 -9.9712 -1.5701 -0.9596 18.7119 14.3657 -9.9908 -8.7732 -4.9857 -6.7652 10.6182 10.2092 -6.9463 -6.1728 -7.2420 -8.0478 -0.0029 0.3949 12.5801 12.2445 -7.7254 -2.0158 12.2583 8.6893
-7.7919 -8.1185 -9.5662 -9.8959 -8.6310 -6.8385 11.0595 7.9625 13.4640 11.1035 -8.4596 -9.0497 -4.0717 -4.4460 7.2097 8.1377 -10.5740 -8.1907 5.8719 -16.4360 -11.1558 -11.8505 -2.8665 -2.3861 -7.8467 -8.4296 0.9665 -0.2299 -8.1271 -16.7185 -2.3007 -1.4328 -10.4365 -10.7284 -8.6953 -7.1278 7.7563 5.6699 -9.3318 -8.2166 -10.3368 -10.1918 -1.5190 -0.9374 18.9558 14.5890 -10.0280 -9.0307 -5.0577 -6.6554 10.9698 10.4690 -7.3695 -6.4616 -7.2442 -8.2596 0.1502 0.3288 12.7912 12.4754 -8.0849 -2.0274 12.4687 8.8843
-8.0026 -8.4444 -9.9059 -10.0499 -8.7228 -7.0544 11.4079 8.1215 13.6351 11.3021 -8.7468 -9.2952 -4.2513 -4.7387 7.5329 8.2686 -11.0092 -8.4516 6.0547 -17.0149 -11.5067 -12.1619 -2.8789 -2.4732 -8.1309 -8.6318 1.1436 -0.3017 -8.4315 -16.9227 -2.1429 -1.4637 -10.8713 -11.0475 -8.8122 -7.3654 7.9991 5.8102 -9.4930 -8.5397 -10.6180 -10.4475 -1.4359 -0.9981 19.2512 14.7777 -10.0172 -9.2813 -5.0650 -6.6935 11.3771 10.6672 -7.8037 -6.7364 -7.2209 -8.5208 0.3177 0.1970 13.1119 12.6673 -8.3074 -2.0697 12.7199 9.1142
-8.0105 -8.7099 -10.2025 -10.2050 -8.7798 -7.3491 11.7739 8.2108 13.8840 11.4703 -8.9866 -9.4721 -4.4144 -4.9060 7.9331 8.3297 -11.4177 -8.7434 6.2034 -17.7773 -11.8207 -12.4912 -2.8858 -2.6402 -8.3661 -8.8879 1.3468 -0.4315 -8.7023 -16.9520 -1.8913 -1.5481 -11.2612 -11.3594 -8.9271 -7.6462 8.2559 5.9009 -9.5946 -8.8373 -10.8534 -10.7218 -1.3271 -1.1404 19.5787 14.9227 -9.9520 -9.4858 -5.0129 -6.8722 11.8245 10.7927 -8.1829 -6.9526 -7.2044 -8.7837 0.4866 0.0075 13.5185 12.8025 -8.3520 -2.1426 12.9924 9.3668
-7.8052 -8.8885 -10.4236 -10.3439 -8.8057 -7.6999 12.1370 8.2277 14.1607 11.5876 -9.1626 -9.5673 -4.4604 -4.9899 8.3727 8.3317 -11.7689 -9.0383 6.3127 -18.6970 -12.0717 -12.8085 -2.8804 -2.8728 -8.5302 -9.1617 1.5650 -0.5998 -8.9201 -16.8649 -1.6255 -1.6613 -11.5745 -11.6428 -9.0260 -7.9484 8.5126 5.9355 -9.6488 -9.0460 -11.0230 -10.9868 -1.2028 -1.3510 19.9056 15.0145 -9.8344 -9.6095 -4.9287 -7.1566 12.2860 10.8427 -8.4375 -7.0738 -7.2212 -9.0042 0.6597 -0.2340 13.9521 12.8701 -8.2017 -2.2394 13.2562 9.6030
-7.4261 -8.9672 -10.5424 -10.4429 -8.8032 -8.0783 12.4840 8.1766 14.4115 11.6185 -9.2667 -9.5789 -4.3121 -5.0060 8.8196 8.2854 -12.0356 -9.3029 6.3887 -19.6919 -12.2365 -13.0795 -2.8508 -3.1452 -8.6060 -9.4210 1.7925 -0.7900 -9.0711 -16.7540 -1.4076 -1.8040 -11.7858 -11.8723 -9.0907 -8.2479 8.7577 5.9147 -9.6624 -9.1203 -11.1122 -11.2142 -1.0685 -1.6118 20.2036 15.0399 -9.6859 -9.6360 -4.8487 -7.5041 12.7374 10.8191 -8.5182 -7.0878 -7.2722 -9.1655 0.8545 -0.5213 14.3523 12.8610 -7.8818 -2.3480 13.4828 9.7769
-6.9561 -8.9546 -10.5443 -10.4832 -8.7724 -8.4581 12.8118 8.0675 14.6159 11.5327 -9.2968 -9.5185 -3.9534 -4.9680 9.2486 8.1919 -12.2012 -9.5086 6.4471 -20.6294 -12.2997 -13.2756 -2.7839 -3.4272 -8.5858 -9.6454 2.0287 -0.9942 -9.1562 -16.6579 -1.2751 -1.9925 -11.8829 -12.0248 -9.1038 -8.5242 8.9869 5.8455 -9.6408 -9.0734 -11.1149 -11.3861 -0.9240 -1.9076 20.4607 14.9883 -9.5447 -9.5732 -4.8019 -7.8741 13.1618 10.7253 -8.4158 -7.0158 -7.3316 -9.2811 1.0847 -0.8404 14.6840 12.7671 -7.4583 -2.4531 13.6559 9.8615
-6.4927 -8.8822 -10.4340 -10.4615 -8.7127 -8.8193 13.1206 7.9144 14.7873 11.3344 -9.2609 -9.4054 -3.4236 -4.9177 9.6353 8.0456 -12.2637 -9.6400 6.5065 -21.3673 -12.2599 -13.3824 -2.6718 -3.6902 -8.4793 -9.8200 2.2714 -1.2111 -9.1925 -16.5499 -1.2449 -2.2265 -11.8709 -12.0884 -9.0543 -8.7642 9.2013 5.7397 -9.5946 -8.9727 -11.0356 -11.4986 -0.7688 -2.2258 20.6771 14.8602 -9.4516 -9.4519 -4.8015 -8.2259 13.5474 10.5673 -8.1655 -6.9000 -7.3703 -9.3743 1.3388 -1.1640 14.9420 12.5905 -7.0222 -2.5399 13.7733 9.8591
-6.1136 -8.7920 -10.2345 -10.3948 -8.6244 -9.1462 13.4057 7.7329 14.9423 11.0706 -9.1747 -9.2579 -2.7833 -4.9213 9.9552 7.8446 -12.2336 -9.6960 6.5810 -21.8021 -12.1289 -13.4012 -2.5148 -3.9105 -8.3136 -9.9330 2.5135 -1.4389 -9.2066 -16.4132 -1.3130 -2.4750 -11.7684 -12.0672 -8.9402 -8.9602 9.4009 5.6121 -9.5402 -8.8928 -10.8885 -11.5583 -0.6067 -2.5530 20.8535 14.6719 -9.4357 -9.3191 -4.8436 -8.5141 13.8839 10.3584 -7.8320 -6.7783 -7.3807 -9.4589 1.5801 -1.4570 15.1362 12.3491 -6.6659 -2.5962 13.8422 9.7889
-5.8635 -8.7185 -9.9790 -10.3132 -8.5092 -9.4233 13.6573 7.5357 15.0765 10.8035 -9.0517 -9.0901 -2.0984 -5.0466 10.1916 7.5959 -12.1279 -9.6837 6.6753 -21.8977 -11.9260 -13.3442 -2.3205 -4.0701 -8.1233 -9.9776 2.7430 -1.6707 -9.2202 -16.2945 -1.4523 -2.6993 -11.5986 -11.9786 -8.7670 -9.1062 9.5815 5.4774 -9.4926 -8.8684 -10.6923 -11.5750 -0.4458 -2.8727 20.9838 14.4468 -9.5004 -9.2236 -4.9141 -8.6956 14.1607 10.1161 -7.4853 -6.6659 -7.3784 -9.5340 1.7681 -1.6950 15.2751 12.0684 -6.4556 -2.6149 13.8723 9.6724
-5.7576 -8.6767 -9.6974 -10.2416 -8.3703 -9.6342 13.8636 7.3291 15.1653 10.5697 -8.8980 -8.9150 -1.4541 -5.3469 10.3422 7.3106 -11.9619 -9.6116 6.7848 -21.6891 -11.6698 -13.2248 -2.1002 -4.1601 -7.9351 -9.9552 2.9445 -1.8955 -9.2397 -16.2596 -1.6159 -2.8851 -11.3802 -11.8415 -8.5458 -9.1965 9.7346 5.3477 -9.4572 -8.8822 -10.4653 -11.5527 -0.2972 -3.1676 21.0545 14.2026 -9.6099 -9.1959 -4.9969 -8.7455 14.3663 9.8538 -7.1781 -6.5596 -7.3827 -9.5921 1.8831 -1.8787 15.3582 11.7643 -6.4121 -2.5944 13.8708 9.5270
-5.7860 -8.6633 -9.4060 -10.1807 -8.2114 -9.7634 14.0115 7.1142 15.1719 10.3619 -8.7166 -8.7488 -0.9584 -5.8391 10.4158 6.9988 -11.7437 -9.4852 6.8978 -21.2675 -11.3735 -13.0516 -1.8662 -4.1825 -7.7576 -9.8765 3.1000 -2.1007 -9.2556 -16.3154 -1.7493 -3.0432 -11.1217 -11.6638 -8.2894 -9.2255 9.8482 5.2305 -9.4266 -8.8867 -10.2200 -11.4860 -0.1736 -3.4224 21.0464 13.9451 -9.6913 -9.2372 -5.0779 -8.6690 14.4863 9.5766 -6.9357 -6.4570 -7.3983 -9.6270 1.9325 -2.0315 15.3720 11.4367 -6.5105 -2.5388 13.8379 9.3583
