-0.060336	-0.032267	0.006281	0.048949	0.125526	0.229086	0.341111	-0.049951	-0.025885	0.003630	0.041315	0.114394	0.190614	-0.047715	-0.024781	-0.000633	-0.058389	-0.000541	0.038322	0.075605	-0.049142	-0.030128	-0.002886	0.026080	-0.054621	-0.040338	-0.005235	0.035449	0.100856	0.192578	0.323198	-0.066062	-0.048758	-0.011172	0.040482	0.100104	0.179606	-0.072174	-0.055182	-0.016246	0.032165	0.071313	-0.081195	-0.074771	-0.052268	-0.013346	0.020019	-0.087800	-0.084813	-0.047447	-0.008409	0.036325	0.110160	0.204505	0.363999	-0.082929	-0.069983	-0.043643	-0.004319	0.047912	0.114755	0.207520	-0.082091	-0.067843	-0.041755	-0.001217	0.046150	-0.079112	-0.065629	-0.039265	0.003227	0.036075	-0.077351	-0.063064	-0.034615	0.006665	0.053388	0.132452	0.241917	0.431313	-0.075727	-0.062001	-0.035370	0.007549	0.065397	0.143041	0.239713	-0.076041	-0.062359	-0.034953	0.008485	0.059583	0.106383	-0.076557	-0.062756	-0.034603	0.007799	0.043921	-0.078599	-0.063720	-0.037232	0.004903	0.061051	0.144803	0.258797	0.409625	-0.078874	-0.041608	0.002357	0.070549	0.139360	0.229199	-0.080885	-0.068626	-0.044835	0.006725	0.058813	0.097901	-0.084875	-0.076714	-0.066270	-0.039022	0.009459	0.041912	-0.071807	-0.080018	-0.082143	-0.076447	0.626870	
-0.059207	-0.029851	0.011109	0.056345	0.138220	0.251038	0.368373	-0.047666	-0.021964	0.009388	0.049923	0.128180	0.208049	-0.044610	-0.020163	0.005415	-0.055727	0.005767	0.047034	0.085957	-0.045826	-0.025604	0.003202	0.033551	-0.051617	-0.036681	0.000015	0.042258	0.109809	0.201852	0.322672	-0.063983	-0.046133	-0.007501	0.044841	0.104309	0.178708	-0.070720	-0.053933	-0.014625	0.033716	0.070715	-0.080316	-0.073896	-0.052069	-0.013296	0.019265	-0.087216	-0.084380	-0.048187	-0.010064	0.033643	0.104885	0.193670	0.336466	-0.083012	-0.070402	-0.045183	-0.007440	0.042628	0.105398	0.190011	-0.082563	-0.068914	-0.044071	-0.005507	0.038900	-0.080097	-0.067306	-0.042325	-0.002220	0.028442	-0.078682	-0.065240	-0.038432	0.000376	0.044300	0.118391	0.220512	0.399785	-0.077302	-0.064417	-0.039338	0.001148	0.055797	0.129536	0.224651	-0.077656	-0.064762	-0.038822	0.002366	0.051498	0.098036	-0.078089	-0.064927	-0.038147	0.002521	0.037956	-0.079792	-0.065440	-0.040152	0.001152	0.056813	0.140548	0.257167	0.440848	-0.079768	-0.043561	0.000412	0.069606	0.142618	0.243221	-0.081197	-0.068891	-0.045516	0.007373	0.062141	0.105481	-0.084830	-0.076651	-0.065852	-0.038025	0.012502	0.047231	-0.071210	-0.079078	-0.080843	-0.075045	0.626870	
-0.059678	-0.030025	0.012230	0.058811	0.144154	0.266667	0.405076	-0.047190	-0.020338	0.012241	0.055632	0.140033	0.228341	-0.042909	-0.017158	0.009379	-0.054017	0.010794	0.055068	0.097460	-0.043390	-0.021781	0.009084	0.041698	-0.048741	-0.032709	0.006338	0.051271	0.123047	0.219608	0.336649	-0.061537	-0.042580	-0.001768	0.053120	0.114788	0.187601	-0.068671	-0.051239	-0.010258	0.039728	0.076199	-0.078915	-0.072198	-0.050037	-0.010079	0.022869	-0.086295	-0.083376	-0.046847	-0.008305	0.035890	0.106972	0.192977	0.322009	-0.082321	-0.069538	-0.044548	-0.007150	0.042362	0.102772	0.180254	-0.082218	-0.068664	-0.044287	-0.006573	0.035868	-0.080235	-0.067737	-0.043472	-0.004833	0.024013	-0.079249	-0.066352	-0.040685	-0.003882	0.037833	0.107461	0.202544	0.363833	-0.078248	-0.066046	-0.042368	-0.004127	0.047180	0.115962	0.204493	-0.078865	-0.066789	-0.042339	-0.003528	0.042491	0.086378	-0.079482	-0.067170	-0.041924	-0.003620	0.029854	-0.081173	-0.067667	-0.043832	-0.004639	0.048471	0.128599	0.240997	0.438398	-0.081091	-0.046817	-0.004525	0.062665	0.135961	0.242857	-0.082159	-0.070279	-0.048015	0.004003	0.059102	0.105301	-0.085380	-0.077505	-0.066790	-0.039428	0.011255	0.047145	-0.071778	-0.078916	-0.079602	-0.073262	0.626871	
-0.061537	-0.032709	0.009084	0.055068	0.140033	0.266667	0.438398	-0.048741	-0.021781	0.010794	0.055632	0.144154	0.242857	-0.043390	-0.017158	0.009379	-0.054017	0.012241	0.058811	0.105301	-0.042909	-0.020338	0.012230	0.047145	-0.047190	-0.030025	0.011255	0.059102	0.135961	0.240997	0.363833	-0.059678	-0.039428	0.004003	0.062665	0.128599	0.204493	-0.066790	-0.048015	-0.004525	0.048471	0.086378	-0.077505	-0.070279	-0.046817	-0.004639	0.029854	-0.085380	-0.082159	-0.043832	-0.003620	0.042491	0.115962	0.202544	0.322009	-0.081091	-0.067667	-0.041924	-0.003528	0.047180	0.107461	0.180254	-0.081173	-0.067170	-0.042339	-0.004127	0.037833	-0.079482	-0.066789	-0.042368	-0.003882	0.024013	-0.078865	-0.066046	-0.040685	-0.004833	0.035868	0.102772	0.192977	0.336649	-0.078248	-0.066352	-0.043472	-0.006573	0.042362	0.106972	0.187601	-0.079249	-0.067737	-0.044287	-0.007150	0.035890	0.076199	-0.080235	-0.068664	-0.044548	-0.008305	0.022869	-0.082218	-0.069538	-0.046847	-0.010079	0.039728	0.114788	0.219608	0.405076	-0.082321	-0.050037	-0.010258	0.053120	0.123047	0.228341	-0.083376	-0.072198	-0.051239	-0.001768	0.051271	0.097460	-0.086295	-0.078915	-0.068671	-0.042580	0.006338	0.041698	-0.073262	-0.079602	-0.078916	-0.071778	0.626871	
-0.063983	-0.036681	0.003202	0.047034	0.128180	0.251038	0.440848	-0.051617	-0.025604	0.005767	0.049923	0.138220	0.243221	-0.045826	-0.020163	0.005415	-0.055727	0.009388	0.056345	0.105481	-0.044610	-0.021964	0.011109	0.047231	-0.047666	-0.029851	0.012502	0.062141	0.142618	0.257167	0.399785	-0.059207	-0.038025	0.007373	0.069606	0.140548	0.224651	-0.065852	-0.045516	0.000412	0.056813	0.098036	-0.076651	-0.068891	-0.043561	0.001152	0.037956	-0.084830	-0.081197	-0.040152	0.002521	0.051498	0.129536	0.220512	0.336466	-0.079768	-0.065440	-0.038147	0.002366	0.055797	0.118391	0.190011	-0.079792	-0.064927	-0.038822	0.001148	0.044300	-0.078089	-0.064762	-0.039338	0.000376	0.028442	-0.077656	-0.064417	-0.038432	-0.002220	0.038900	0.105398	0.193670	0.322672	-0.077302	-0.065240	-0.042325	-0.005507	0.042628	0.104885	0.178708	-0.078682	-0.067306	-0.044071	-0.007440	0.033643	0.070715	-0.080097	-0.068914	-0.045183	-0.010064	0.019265	-0.082563	-0.070402	-0.048187	-0.013296	0.033716	0.104309	0.201852	0.368373	-0.083012	-0.052069	-0.014625	0.044841	0.109809	0.208049	-0.084380	-0.073896	-0.053933	-0.007501	0.042258	0.085957	-0.087216	-0.080316	-0.070720	-0.046133	0.000015	0.033551	-0.075045	-0.080843	-0.079078	-0.071210	0.626870	
-0.066062	-0.040338	-0.002886	0.038322	0.114394	0.229086	0.409625	-0.054621	-0.030128	-0.000541	0.041315	0.125526	0.229199	-0.049142	-0.024781	-0.000633	-0.058389	0.003630	0.048949	0.097901	-0.047715	-0.025885	0.006281	0.041912	-0.049951	-0.032267	0.009459	0.058813	0.139360	0.258797	0.431313	-0.060336	-0.039022	0.006725	0.070549	0.144803	0.239713	-0.066270	-0.044835	0.002357	0.061051	0.106383	-0.076714	-0.068626	-0.041608	0.004903	0.043921	-0.084875	-0.080885	-0.037232	0.007799	0.059583	0.143041	0.241917	0.363999	-0.078874	-0.063720	-0.034603	0.008485	0.065397	0.132452	0.207520	-0.078599	-0.062756	-0.034953	0.007549	0.053388	-0.076557	-0.062359	-0.035370	0.006665	0.036075	-0.076041	-0.062001	-0.034615	0.003227	0.046150	0.114755	0.204505	0.323198	-0.075727	-0.063064	-0.039265	-0.001217	0.047912	0.110160	0.179606	-0.077351	-0.065629	-0.041755	-0.004319	0.036325	0.071313	-0.079112	-0.067843	-0.043643	-0.008409	0.020019	-0.082091	-0.069983	-0.047447	-0.013346	0.032165	0.100104	0.192578	0.341111	-0.082929	-0.052268	-0.016246	0.040482	0.100856	0.190614	-0.084813	-0.074771	-0.055182	-0.011172	0.035449	0.075605	-0.087800	-0.081195	-0.072174	-0.048758	-0.005235	0.026080	-0.076447	-0.082143	-0.080018	-0.071807	0.626870	
-0.067055	-0.042410	-0.006993	0.032109	0.103879	0.210249	0.372360	-0.056655	-0.033634	-0.005678	0.033394	0.112023	0.208959	-0.052029	-0.029124	-0.006272	-0.060930	-0.002525	0.040076	0.086449	-0.050932	-0.030392	-0.000025	0.033793	-0.053039	-0.036166	0.003608	0.050838	0.128030	0.244808	0.432716	-0.062562	-0.041952	0.002381	0.064995	0.138964	0.241142	-0.067859	-0.046287	0.000360	0.059022	0.107203	-0.077669	-0.069602	-0.041845	0.004840	0.044898	-0.085496	-0.081356	-0.036353	0.009854	0.063060	0.150315	0.257796	0.399940	-0.078782	-0.063241	-0.032789	0.012268	0.072012	0.144264	0.227710	-0.078081	-0.061547	-0.032287	0.012573	0.061789	-0.075489	-0.060514	-0.031964	0.012728	0.044358	-0.074628	-0.059685	-0.030571	0.009738	0.055411	0.128377	0.223297	0.338188	-0.074095	-0.060584	-0.035293	0.005001	0.056781	0.121582	0.190134	-0.075724	-0.063267	-0.038059	0.001318	0.043246	0.077853	-0.077616	-0.065794	-0.040390	-0.003798	0.024939	-0.080961	-0.068413	-0.044849	-0.010217	0.035468	0.103133	0.193578	0.327334	-0.082099	-0.050577	-0.014668	0.041193	0.098543	0.181035	-0.084527	-0.074536	-0.054603	-0.011690	0.032884	0.069743	-0.087842	-0.081252	-0.072542	-0.049600	-0.007710	0.021783	-0.076982	-0.083018	-0.081343	-0.073309	0.626870	
-0.066646	-0.042265	-0.007887	0.030215	0.099598	0.199820	0.343681	-0.057061	-0.034986	-0.007992	0.028804	0.102533	0.191258	-0.053496	-0.031680	-0.009570	-0.062442	-0.006836	0.033122	0.075968	-0.053090	-0.033790	-0.005324	0.026262	-0.055717	-0.039944	-0.002521	0.041863	0.114263	0.223622	0.402446	-0.064961	-0.045540	-0.003636	0.055754	0.126280	0.228017	-0.069942	-0.049208	-0.004604	0.051785	0.100045	-0.079110	-0.071393	-0.044160	0.000993	0.040383	-0.086435	-0.082410	-0.037930	0.007673	0.060134	0.147348	0.258927	0.430606	-0.079533	-0.064219	-0.033548	0.011904	0.072366	0.147975	0.241919	-0.078460	-0.061834	-0.032028	0.013911	0.065715	-0.075335	-0.060018	-0.030598	0.015947	0.049842	-0.073999	-0.058423	-0.027948	0.014751	0.063140	0.141478	0.244561	0.366206	-0.073056	-0.058776	-0.031914	0.010896	0.066269	0.135836	0.208068	-0.074427	-0.061096	-0.034300	0.007573	0.052324	0.088623	-0.076162	-0.063488	-0.036521	0.002329	0.032618	-0.079573	-0.066219	-0.041229	-0.004822	0.042762	0.112717	0.204679	0.328211	-0.080809	-0.047519	-0.010332	0.046799	0.103387	0.181263	-0.083620	-0.073268	-0.052369	-0.008913	0.035221	0.069874	-0.087327	-0.080469	-0.071708	-0.048407	-0.006715	0.021850	-0.076474	-0.083165	-0.082535	-0.075090	0.626871	
-0.064961	-0.039944	-0.005324	0.033122	0.102533	0.199820	0.328211	-0.055717	-0.033790	-0.006836	0.028804	0.099598	0.181263	-0.053090	-0.031680	-0.009570	-0.062442	-0.007992	0.030215	0.069874	-0.053496	-0.034986	-0.007887	0.021850	-0.057061	-0.042265	-0.006715	0.035221	0.103387	0.204679	0.366206	-0.066646	-0.048407	-0.008913	0.046799	0.112717	0.208068	-0.071708	-0.052369	-0.010332	0.042762	0.088623	-0.080469	-0.073268	-0.047519	-0.004822	0.032618	-0.087327	-0.083620	-0.041229	0.002329	0.052324	0.135836	0.244561	0.430606	-0.080809	-0.066219	-0.036521	0.007573	0.066269	0.141478	0.241919	-0.079573	-0.063488	-0.034300	0.010896	0.063140	-0.076162	-0.061096	-0.031914	0.014751	0.049842	-0.074427	-0.058776	-0.027948	0.015947	0.065715	0.147975	0.258927	0.402446	-0.073056	-0.058423	-0.030598	0.013911	0.072366	0.147348	0.228017	-0.073999	-0.060018	-0.032028	0.011904	0.060134	0.100045	-0.075335	-0.061834	-0.033548	0.007673	0.040383	-0.078460	-0.064219	-0.037930	0.000993	0.051785	0.126280	0.223622	0.343681	-0.079533	-0.044160	-0.004604	0.055754	0.114263	0.191258	-0.082410	-0.071393	-0.049208	-0.003636	0.041863	0.075968	-0.086435	-0.079110	-0.069942	-0.045540	-0.002521	0.026262	-0.075090	-0.082535	-0.083165	-0.076474	0.626871	
-0.062562	-0.036166	-0.000025	0.040076	0.112023	0.210249	0.327334	-0.053039	-0.030392	-0.002525	0.033394	0.103879	0.181035	-0.050932	-0.029124	-0.006272	-0.060930	-0.005678	0.032109	0.069743	-0.052029	-0.033634	-0.006993	0.021783	-0.056655	-0.042410	-0.007710	0.032884	0.098543	0.193578	0.338188	-0.067055	-0.049600	-0.011690	0.041193	0.103133	0.190134	-0.072542	-0.054603	-0.014668	0.035468	0.077853	-0.081252	-0.074536	-0.050577	-0.010217	0.024939	-0.087842	-0.084527	-0.044849	-0.003798	0.043246	0.121582	0.223297	0.399940	-0.082099	-0.068413	-0.040390	0.001318	0.056781	0.128377	0.227710	-0.080961	-0.065794	-0.038059	0.005001	0.055411	-0.077616	-0.063267	-0.035293	0.009738	0.044358	-0.075724	-0.060584	-0.030571	0.012728	0.061789	0.144264	0.257796	0.432716	-0.074095	-0.059685	-0.031964	0.012573	0.072012	0.150315	0.241142	-0.074628	-0.060514	-0.032287	0.012268	0.063060	0.107203	-0.075489	-0.061547	-0.032789	0.009854	0.044898	-0.078081	-0.063241	-0.036353	0.004840	0.059022	0.138964	0.244808	0.372360	-0.078782	-0.041845	0.000360	0.064995	0.128030	0.208959	-0.081356	-0.069602	-0.046287	0.002381	0.050838	0.086449	-0.085496	-0.077669	-0.067859	-0.041952	0.003608	0.033793	-0.073309	-0.081343	-0.083018	-0.076982	0.626870	
