-0.033701	-0.033701	0.043725	0.043725	0.096694	0.096694	0.023146	0.023146	-0.045487	-0.045487	-0.036121	-0.036121	-0.039860	-0.039860	-0.043396	-0.043396	0.118219	0.626870	0.078558	0.208254	0.208254	0.165765	0.165765	0.008866	0.008866	0.001354	0.001354	-0.067199	-0.067199	-0.069343	-0.069343	0.094798	0.094798	0.255129	0.255129	0.061875	0.061875	0.001143	0.001143	0.086013	0.086013	0.068878	0.068878	-0.016023	-0.016023	-0.001605	-0.001605	0.007816	0.007816	-0.013733	-0.013733	-0.034657	-0.034657	-0.037920	-0.037920	-0.041743	-0.041743	-0.044678	-0.044678	-0.033368	0.231036	0.000300	-0.045764	
-0.033701	-0.036121	0.047044	0.036365	0.108866	0.085685	0.029531	0.020546	-0.043396	-0.045487	-0.033701	-0.039860	-0.036121	-0.043396	-0.039860	-0.045487	0.113794	0.626870	0.081803	0.218060	0.190475	0.180299	0.159118	0.014290	0.002359	0.007783	-0.003330	-0.065395	-0.069343	-0.067199	-0.071011	0.095691	0.086878	0.279328	0.234655	0.068142	0.061216	0.001588	-0.002853	0.094368	0.074984	0.079284	0.062195	-0.012645	-0.016381	0.001630	-0.007090	0.014372	0.001722	-0.008698	-0.016414	-0.033368	-0.037920	-0.034657	-0.041743	-0.037920	-0.044678	-0.041743	-0.045764	-0.034657	0.236917	0.002187	-0.044678	
-0.036121	-0.039860	0.044636	0.028270	0.117069	0.079381	0.037737	0.022417	-0.039860	-0.043396	-0.033701	-0.043396	-0.033701	-0.045487	-0.036121	-0.045487	0.102935	0.626871	0.090774	0.214088	0.173044	0.198800	0.161710	0.016173	-0.002744	0.013577	-0.004833	-0.064689	-0.071011	-0.065395	-0.071634	0.089073	0.075889	0.296829	0.223415	0.078351	0.066324	-0.001738	-0.008539	0.095927	0.065699	0.089845	0.061044	-0.007252	-0.013619	0.001074	-0.012515	0.018678	-0.001837	-0.002999	-0.015967	-0.034657	-0.041743	-0.033368	-0.044678	-0.034657	-0.045764	-0.037920	-0.044678	-0.037920	0.253670	0.007334	-0.041743	
-0.039860	-0.043396	0.037737	0.022417	0.117069	0.079381	0.044636	0.028270	-0.036121	-0.039860	-0.036121	-0.045487	-0.033701	-0.045487	-0.033701	-0.043396	0.090774	0.626871	0.102935	0.198800	0.161710	0.214088	0.173044	0.013577	-0.004833	0.016173	-0.002744	-0.065395	-0.071634	-0.064689	-0.071011	0.078351	0.066324	0.296829	0.223415	0.089073	0.075889	-0.007252	-0.013619	0.089845	0.061044	0.095927	0.065699	-0.001738	-0.008539	-0.002999	-0.015967	0.018678	-0.001837	0.001074	-0.012515	-0.037920	-0.044678	-0.034657	-0.045764	-0.033368	-0.044678	-0.034657	-0.041743	-0.041743	0.277792	0.014150	-0.037920	
-0.043396	-0.045487	0.029531	0.020546	0.108866	0.085685	0.047044	0.036365	-0.033701	-0.036121	-0.039860	-0.045487	-0.036121	-0.043396	-0.033701	-0.039860	0.081803	0.626870	0.113794	0.180299	0.159118	0.218060	0.190475	0.007783	-0.003330	0.014290	0.002359	-0.067199	-0.071011	-0.065395	-0.069343	0.068142	0.061216	0.279328	0.234655	0.095691	0.086878	-0.012645	-0.016381	0.079284	0.062195	0.094368	0.074984	0.001588	-0.002853	-0.008698	-0.016414	0.014372	0.001722	0.001630	-0.007090	-0.041743	-0.045764	-0.037920	-0.044678	-0.034657	-0.041743	-0.033368	-0.037920	-0.044678	0.301114	0.020072	-0.034657	
-0.045487	-0.045487	0.023146	0.023146	0.096694	0.096694	0.043725	0.043725	-0.033701	-0.033701	-0.043396	-0.043396	-0.039860	-0.039860	-0.036121	-0.036121	0.078558	0.626870	0.118219	0.165765	0.165765	0.208254	0.208254	0.001354	0.001354	0.008866	0.008866	-0.069343	-0.069343	-0.067199	-0.067199	0.061875	0.061875	0.255129	0.255129	0.094798	0.094798	-0.016023	-0.016023	0.068878	0.068878	0.086013	0.086013	0.001143	0.001143	-0.013733	-0.013733	0.007816	0.007816	-0.001605	-0.001605	-0.044678	-0.044678	-0.041743	-0.041743	-0.037920	-0.037920	-0.034657	-0.034657	-0.045764	0.311228	0.022440	-0.033368	
-0.045487	-0.043396	0.020546	0.029531	0.085685	0.108866	0.036365	0.047044	-0.036121	-0.033701	-0.045487	-0.039860	-0.043396	-0.036121	-0.039860	-0.033701	0.081803	0.626870	0.113794	0.159118	0.180299	0.190475	0.218060	-0.003330	0.007783	0.002359	0.014290	-0.071011	-0.067199	-0.069343	-0.065395	0.061216	0.068142	0.234655	0.279328	0.086878	0.095691	-0.016381	-0.012645	0.062195	0.079284	0.074984	0.094368	-0.002853	0.001588	-0.016414	-0.008698	0.001722	0.014372	-0.007090	0.001630	-0.045764	-0.041743	-0.044678	-0.037920	-0.041743	-0.034657	-0.037920	-0.033368	-0.044678	0.301114	0.020072	-0.034657	
-0.043396	-0.039860	0.022417	0.037737	0.079381	0.117069	0.028270	0.044636	-0.039860	-0.036121	-0.045487	-0.036121	-0.045487	-0.033701	-0.043396	-0.033701	0.090774	0.626871	0.102935	0.161710	0.198800	0.173044	0.214088	-0.004833	0.013577	-0.002744	0.016173	-0.071634	-0.065395	-0.071011	-0.064689	0.066324	0.078351	0.223415	0.296829	0.075889	0.089073	-0.013619	-0.007252	0.061044	0.089845	0.065699	0.095927	-0.008539	-0.001738	-0.015967	-0.002999	-0.001837	0.018678	-0.012515	0.001074	-0.044678	-0.037920	-0.045764	-0.034657	-0.044678	-0.033368	-0.041743	-0.034657	-0.041743	0.277792	0.014150	-0.037920	
-0.039860	-0.036121	0.028270	0.044636	0.079381	0.117069	0.022417	0.037737	-0.043396	-0.039860	-0.043396	-0.033701	-0.045487	-0.033701	-0.045487	-0.036121	0.102935	0.626871	0.090774	0.173044	0.214088	0.161710	0.198800	-0.002744	0.016173	-0.004833	0.013577	-0.071011	-0.064689	-0.071634	-0.065395	0.075889	0.089073	0.223415	0.296829	0.066324	0.078351	-0.008539	-0.001738	0.065699	0.095927	0.061044	0.089845	-0.013619	-0.007252	-0.012515	0.001074	-0.001837	0.018678	-0.015967	-0.002999	-0.041743	-0.034657	-0.044678	-0.033368	-0.045764	-0.034657	-0.044678	-0.037920	-0.037920	0.253670	0.007334	-0.041743	
-0.036121	-0.033701	0.036365	0.047044	0.085685	0.108866	0.020546	0.029531	-0.045487	-0.043396	-0.039860	-0.033701	-0.043396	-0.036121	-0.045487	-0.039860	0.113794	0.626870	0.081803	0.190475	0.218060	0.159118	0.180299	0.002359	0.014290	-0.003330	0.007783	-0.069343	-0.065395	-0.071011	-0.067199	0.086878	0.095691	0.234655	0.279328	0.061216	0.068142	-0.002853	0.001588	0.074984	0.094368	0.062195	0.079284	-0.016381	-0.012645	-0.007090	0.001630	0.001722	0.014372	-0.016414	-0.008698	-0.037920	-0.033368	-0.041743	-0.034657	-0.044678	-0.037920	-0.045764	-0.041743	-0.034657	0.236917	0.002187	-0.044678	
