-0.049371	-0.049371	-0.047521	0.075730	0.016948	0.056959	-0.050707	0.081811	-0.050198	-0.048878	-0.050707	0.016903	0.056959	0.626870	0.072103	-0.046874	-0.050196	0.081793	0.114730	0.036229	-0.044272	-0.048878	-0.046874	0.072103	0.036162	-0.038348	-0.044280	-0.038348	-0.035215	-0.019921	0.056912	-0.003305	0.057094	-0.019921	0.154787	-0.021605	-0.035215	-0.009868	-0.002878	-0.050445	-0.050449	-0.021722	-0.009868	0.154787	0.245648	0.245140	0.194612	-0.003264	-0.002878	0.194612	0.088632	-0.010628	-0.003264	0.088412	-0.003574	-0.041363	-0.010761	-0.041372	-0.003574	-0.035492	
-0.049367	-0.047415	-0.046466	0.078926	0.014370	0.050567	-0.052552	0.071641	-0.052747	-0.051932	-0.047586	0.023047	0.066683	0.626870	0.061896	-0.050187	-0.046884	0.092983	0.110386	0.029198	-0.047561	-0.045663	-0.044059	0.079980	0.039432	-0.040601	-0.042161	-0.038353	-0.032089	-0.016654	0.063190	-0.001481	0.056216	-0.020303	0.148195	-0.024091	-0.036094	-0.014087	-0.008395	-0.051424	-0.047791	-0.017109	-0.004123	0.168841	0.269014	0.225299	0.177650	-0.009069	0.003036	0.204161	0.080764	-0.015635	0.001577	0.089594	-0.007420	-0.044303	-0.007792	-0.040217	-0.003101	-0.036741	
-0.047404	-0.044107	-0.043615	0.087756	0.016046	0.049278	-0.052545	0.065799	-0.053688	-0.053743	-0.044294	0.030841	0.076350	0.626871	0.053407	-0.052742	-0.044065	0.100491	0.099717	0.021535	-0.050687	-0.043589	-0.042952	0.081702	0.037295	-0.044092	-0.042166	-0.040614	-0.027707	-0.011484	0.073172	0.003493	0.060957	-0.017695	0.150452	-0.023714	-0.034473	-0.015465	-0.011625	-0.050430	-0.044333	-0.011926	0.001014	0.186471	0.285814	0.214370	0.161113	-0.013619	0.006910	0.200755	0.070101	-0.020580	0.003282	0.083462	-0.012856	-0.047762	-0.008256	-0.041385	-0.006233	-0.039906	
-0.044092	-0.040614	-0.039906	0.099717	0.021535	0.053407	-0.050687	0.065799	-0.052736	-0.053743	-0.042166	0.037295	0.081702	0.626871	0.049278	-0.053691	-0.042952	0.100491	0.087756	0.016046	-0.052545	-0.043589	-0.044065	0.076350	0.030841	-0.047404	-0.044294	-0.044107	-0.023684	-0.006233	0.083462	0.010071	0.070101	-0.012856	0.161113	-0.020580	-0.030828	-0.013619	-0.011625	-0.047762	-0.041385	-0.008256	0.003282	0.200755	0.285814	0.214370	0.150452	-0.015465	0.006910	0.186471	0.060957	-0.023714	0.001014	0.073172	-0.017695	-0.050430	-0.011926	-0.044333	-0.011484	-0.043615	
-0.040601	-0.038353	-0.036741	0.110386	0.029198	0.061896	-0.047561	0.071641	-0.050180	-0.051932	-0.042161	0.039432	0.079980	0.626870	0.050567	-0.052747	-0.044059	0.092983	0.078926	0.014370	-0.052552	-0.045663	-0.046884	0.066683	0.023047	-0.049367	-0.047586	-0.047415	-0.021747	-0.003101	0.089594	0.015780	0.080764	-0.007420	0.177650	-0.015635	-0.026364	-0.009069	-0.008395	-0.044303	-0.040217	-0.007792	0.001577	0.204161	0.269014	0.225299	0.148195	-0.014087	0.003036	0.168841	0.056216	-0.024091	-0.004123	0.063190	-0.020303	-0.051424	-0.017109	-0.047791	-0.016654	-0.046466	
-0.038348	-0.038348	-0.035492	0.114730	0.036229	0.072103	-0.044272	0.081811	-0.046866	-0.048878	-0.044280	0.036162	0.072103	0.626870	0.056959	-0.050196	-0.046874	0.081793	0.075730	0.016948	-0.050707	-0.048878	-0.050196	0.056959	0.016903	-0.049371	-0.050707	-0.049371	-0.022810	-0.003574	0.088412	0.018060	0.088632	-0.003574	0.194612	-0.010628	-0.022810	-0.003264	-0.002878	-0.041363	-0.041372	-0.010761	-0.003264	0.194612	0.245648	0.245140	0.154787	-0.009868	-0.002878	0.154787	0.057094	-0.021605	-0.009868	0.056912	-0.019921	-0.050445	-0.021722	-0.050449	-0.019921	-0.047521	
-0.038353	-0.040601	-0.036741	0.110386	0.039494	0.079980	-0.042155	0.093002	-0.044053	-0.045663	-0.047570	0.029131	0.061896	0.626870	0.066683	-0.046884	-0.050187	0.071624	0.078926	0.023090	-0.047586	-0.051932	-0.052747	0.050567	0.014321	-0.047415	-0.052555	-0.049367	-0.026364	-0.007420	0.080554	0.015780	0.089815	-0.003101	0.204161	-0.007655	-0.021747	0.001577	0.003036	-0.040211	-0.044312	-0.015761	-0.009069	0.177650	0.225775	0.268462	0.168841	-0.004123	-0.008395	0.148195	0.063379	-0.016985	-0.014087	0.056035	-0.016654	-0.047788	-0.024205	-0.051429	-0.020303	-0.046466	
-0.040614	-0.044092	-0.039906	0.099717	0.037348	0.081702	-0.042163	0.100511	-0.042949	-0.043589	-0.050695	0.021472	0.053407	0.626871	0.076350	-0.044065	-0.052742	0.065782	0.087756	0.030887	-0.044293	-0.053743	-0.053691	0.049278	0.015990	-0.044107	-0.052550	-0.047404	-0.030828	-0.012856	0.069904	0.010071	0.083675	-0.006233	0.200755	-0.008119	-0.023684	0.003282	0.006910	-0.041381	-0.047771	-0.020699	-0.013619	0.161113	0.214830	0.285224	0.186471	0.001014	-0.011625	0.150452	0.073373	-0.011794	-0.015465	0.060771	-0.011484	-0.044330	-0.023829	-0.050437	-0.017695	-0.043615	
-0.044107	-0.047404	-0.043615	0.087756	0.030887	0.076350	-0.044293	0.100511	-0.044065	-0.043589	-0.052550	0.015990	0.049278	0.626871	0.081702	-0.042952	-0.053691	0.065782	0.099717	0.037348	-0.042163	-0.053743	-0.052742	0.053407	0.021472	-0.040614	-0.050695	-0.044092	-0.034473	-0.017695	0.060771	0.003493	0.073373	-0.011484	0.186471	-0.011794	-0.027707	0.001014	0.006910	-0.044330	-0.050437	-0.023829	-0.015465	0.150452	0.214830	0.285224	0.200755	0.003282	-0.011625	0.161113	0.083675	-0.008119	-0.013619	0.069904	-0.006233	-0.041381	-0.020699	-0.047771	-0.012856	-0.039906	
-0.047415	-0.049367	-0.046466	0.078926	0.023090	0.066683	-0.047586	0.093002	-0.046886	-0.045663	-0.052555	0.014321	0.050567	0.626870	0.079980	-0.044059	-0.052747	0.071624	0.110386	0.039494	-0.042155	-0.051932	-0.050187	0.061896	0.029131	-0.038353	-0.047570	-0.040601	-0.036094	-0.020303	0.056035	-0.001481	0.063379	-0.016654	0.168841	-0.016985	-0.032089	-0.004123	0.003036	-0.047788	-0.051429	-0.024205	-0.014087	0.148195	0.225775	0.268462	0.204161	0.001577	-0.008395	0.177650	0.089815	-0.007655	-0.009069	0.080554	-0.003101	-0.040211	-0.015761	-0.044312	-0.007420	-0.036741	
